LocalAuthority,Code,Year,Indicator,Numerator,Denominator
Aberdeen City,CORP10,2019-20,0.6,400,670
Aberdeen City,CORP10,2019-20,0.76,610,800
Aberdeen City,CORP10,2019-20,0.78,645,825
Aberdeen City,CORP10,2020-21,0.51,520,1025
Aberdeen City,CORP10,2020-21,0.56,510,910
Aberdeen City,CORP10,2020-21,0.57,565,990
Aberdeen City,CORP10,2020-21,0.83,580,705
Aberdeen City,CORP10,2021-22,0.33,300,900
Aberdeen City,CORP10,2021-22,0.5,305,600
Aberdeen City,CORP10,2021-22,0.58,525,900
Aberdeen City,CORP10,2021-22,0.83,610,735
Aberdeen City,CORP10,2022-23,0.43,335,785
Aberdeen City,CORP10,2022-23,0.5,500,995
Aberdeen City,CORP10,2022-23,0.9,835,925
Aberdeen City,CORP10,2022-23,0.96,830,865
Aberdeen City,CORP11,2013-14,0.853970868,768438,899841
Aberdeen City,CORP11,2014-15,1.001176249,1032457,1031244
Aberdeen City,CORP11,2015-16,1.014340311,912745,899841
Aberdeen City,CORP11,2016-17,1.023632414,942356,920600
Aberdeen City,CORP11,2017-18,0.968596736,876674,905097
Aberdeen City,CORP11,2018-19,0.967515546,892923,922903
Aberdeen City,CORP11,2019-20,0.999479696,923978,924459
Aberdeen City,CORP11,2020-21,1.017293988,1585648,1558692
Aberdeen City,CORP11,2021-22,1.298187564,1381034,1063817
Aberdeen City,CORP11,2022-23,1.417770397,1614435,1138714
Aberdeen City,CORP12,2017-18,0.8321,1650946,1984176
Aberdeen City,CORP12,2018-19,0.9568,1807303,1889001
Aberdeen City,CORP12,2019-20,0.9073,1789513,1972328
Aberdeen City,CORP12,2020-21,0.8629,2153193,2495243
Aberdeen City,CORP12,2021-22,0.882338262,2281089,2585277.21
Aberdeen City,CORP12,2022-23,0.839375569,2344219,2792813
Aberdeen City,CORP-ASSET01,2010-11,0.8156,261,320
Aberdeen City,CORP-ASSET01,2011-12,0.8146,246,302
Aberdeen City,CORP-ASSET01,2012-13,0.8091,250,309
Aberdeen City,CORP-ASSET01,2013-14,0.7961,246,309
Aberdeen City,CORP-ASSET01,2014-15,0.7557,232,307
Aberdeen City,CORP-ASSET01,2015-16,0.7525,225,299
Aberdeen City,CORP-ASSET01,2016-17,0.7279,214,294
Aberdeen City,CORP-ASSET01,2017-18,0.7422,213,287
Aberdeen City,CORP-ASSET01,2018-19,0.7535,214,284
Aberdeen City,CORP-ASSET01,2019-20,0.7527,210,279
Aberdeen City,CORP-ASSET01,2020-21,0.7509,208,277
Aberdeen City,CORP-ASSET01,2021-22,0.759,211,278
Aberdeen City,CORP-ASSET01,2022-23,0.7741,209,270
Aberdeen City,CORP-ASSET02,2010-11,0.8902,484070,543794
Aberdeen City,CORP-ASSET02,2011-12,0.9404,510037,542390
Aberdeen City,CORP-ASSET02,2012-13,0.9171,510743,556918
Aberdeen City,CORP-ASSET02,2013-14,0.9269,513328,553793
Aberdeen City,CORP-ASSET02,2014-15,0.926,512792,553747
Aberdeen City,CORP-ASSET02,2015-16,0.924,511873,554000
Aberdeen City,CORP-ASSET02,2016-17,0.9426,512340,543550
Aberdeen City,CORP-ASSET02,2017-18,0.9604,519526,540942
Aberdeen City,CORP-ASSET02,2018-19,0.9602,520501,542049
Aberdeen City,CORP-ASSET02,2019-20,0.9675,529999,547830
Aberdeen City,CORP-ASSET02,2020-21,0.9638,526703,546499
Aberdeen City,CORP-ASSET02,2021-22,0.9671,533803,551937
Aberdeen City,CORP-ASSET02,2022-23,0.9199,502013,545726
Aberdeen City,ECON01,2012-13,,,6000
Aberdeen City,ECON01,2013-14,0.0456,292,6400
Aberdeen City,ECON01,2014-15,0.0861,482,5600
Aberdeen City,ECON01,2015-16,0.0438,285,6500
Aberdeen City,ECON01,2016-17,0.0725,435,6000
Aberdeen City,ECON01,2017-18,0.0589,330,5600
Aberdeen City,ECON01,2018-19,0.0554,349,6300
Aberdeen City,ECON01,2019-20,0.1047,356,3400
Aberdeen City,ECON01,2020-21,0.025254237,149,5900
Aberdeen City,ECON01,2021-22,0.593409091,2611,4400
Aberdeen City,ECON02,2010-11,1862.16,2810,1509
Aberdeen City,ECON02,2011-12,1869.66,2582,1381
Aberdeen City,ECON02,2012-13,2534.06,3013,1189
Aberdeen City,ECON02,2013-14,2590.87,3179,1227
Aberdeen City,ECON02,2014-15,3006.84,3518,1170
Aberdeen City,ECON02,2015-16,3753.51,4279,1140
Aberdeen City,ECON02,2016-17,5073.61,4480,883
Aberdeen City,ECON02,2017-18,6694.77,4606,688
Aberdeen City,ECON02,2018-19,5266.67,3239,615
Aberdeen City,ECON02,2019-20,6091.68,3527.08,579
Aberdeen City,ECON02,2020-21,7848.48,3626,462
Aberdeen City,ECON02,2021-22,5900,3658,620
Aberdeen City,ECON03,2012-13,15.75,,
Aberdeen City,ECON03,2013-14,16.05,,
Aberdeen City,ECON03,2014-15,15.53,,
Aberdeen City,ECON03,2015-16,15.37,,
Aberdeen City,ECON03,2016-17,9.95,,
Aberdeen City,ECON03,2017-18,8.46,,
Aberdeen City,ECON03,2018-19,7.47,,
Aberdeen City,ECON03,2019-20,9.81,,
Aberdeen City,ECON03,2020-21,27.14285714,,
Aberdeen City,ECON03,2021-22,,,
Aberdeen City,ECON03,2022-23,,,
Aberdeen City,ECON04,2010-11,0.242592972,,
Aberdeen City,ECON04,2011-12,0.220082222,,
Aberdeen City,ECON04,2012-13,0.211777061,,
Aberdeen City,ECON04,2013-14,0.242825927,,
Aberdeen City,ECON04,2014-15,0.342365876,,
Aberdeen City,ECON04,2015-16,0.300157309,,
Aberdeen City,ECON04,2016-17,0.245963219,,
Aberdeen City,ECON04,2017-18,0.214358462,,
Aberdeen City,ECON04,2018-19,0.215340449,,
Aberdeen City,ECON04,2019-20,0.322265625,,
Aberdeen City,ECON04,2020-21,0.375253623,,
Aberdeen City,ECON04,2021-22,0.3837,,
Aberdeen City,ECON06,2010-11,48411.02,10511,217120
Aberdeen City,ECON06,2011-12,46356.95,10218,220420
Aberdeen City,ECON06,2012-13,33088.86,7444,224970
Aberdeen City,ECON06,2013-14,36476.91,8285,227130
Aberdeen City,ECON06,2014-15,50089.52,11470,228990
Aberdeen City,ECON06,2015-16,34790.54,8014,230350
Aberdeen City,ECON06,2016-17,339827.71,78106,229840
Aberdeen City,ECON06,2017-18,551315.56,126141,228800
Aberdeen City,ECON06,2018-19,674797.86,153557,227560
Aberdeen City,ECON06,2019-20,435797.26,99653.76,228670
Aberdeen City,ECON06,2020-21,66262.11,15178,229060
Aberdeen City,ECON06,2021-22,140742.21,32009,227430
Aberdeen City,ECON07,2012-13,0.15,,
Aberdeen City,ECON07,2013-14,0.162,,
Aberdeen City,ECON07,2014-15,0.171,,
Aberdeen City,ECON07,2015-16,0.155,,
Aberdeen City,ECON07,2016-17,0.18,,
Aberdeen City,ECON07,2017-18,0.164,,
Aberdeen City,ECON07,2018-19,0.142,,
Aberdeen City,ECON07,2019-20,0.119,,
Aberdeen City,ECON07,2020-21,0.117,,
Aberdeen City,ECON07,2021-22,0.134,,
Aberdeen City,ECON08,2013-14,0.67,,
Aberdeen City,ECON08,2014-15,0.83,,
Aberdeen City,ECON08,2015-16,0.89,,
Aberdeen City,ECON08,2016-17,0.91,,
Aberdeen City,ECON08,2017-18,0.9295,,
Aberdeen City,ECON08,2018-19,0.93,,
Aberdeen City,ECON08,2019-20,0.946,,
Aberdeen City,ECON08,2020-21,0.952,,
Aberdeen City,ECON08,2021-22,0.956,,
Aberdeen City,ECON08,2022-23,0.97787028,,
Aberdeen City,ECON09,2014-15,0.0741,,
Aberdeen City,ECON09,2015-16,0.0741,,
Aberdeen City,ECON09,2016-17,0.0904,,
Aberdeen City,ECON09,2017-18,0.0963,,
Aberdeen City,ECON09,2018-19,0.1139,,
Aberdeen City,ECON09,2019-20,0.1263,,
Aberdeen City,ECON09,2020-21,0.181094527,,
Aberdeen City,ECON09,2021-22,0.17604913,,
Aberdeen City,ECON10,2014-15,0.268292683,,
Aberdeen City,ECON10,2015-16,0.253571429,,
Aberdeen City,ECON10,2016-17,0.224390244,,
Aberdeen City,ECON10,2017-18,0.233183857,,
Aberdeen City,ECON10,2018-19,0.233183857,,
Aberdeen City,ECON10,2019-20,0.247619048,,
Aberdeen City,ECON10,2020-21,0.247619048,,
Aberdeen City,ECON10,2021-22,0.181481481,,
Aberdeen City,ECON11,2010-11,46229.46343,,
Aberdeen City,ECON11,2011-12,45711.5886,,
Aberdeen City,ECON11,2012-13,48188.16415,,
Aberdeen City,ECON11,2013-14,49707.13877,,
Aberdeen City,ECON11,2014-15,50497.99056,,
Aberdeen City,ECON11,2015-16,51816.80052,,
Aberdeen City,ECON11,2016-17,46549.77376,,
Aberdeen City,ECON11,2017-18,44191.43357,,
Aberdeen City,ECON11,2018-19,44150.99314,,
Aberdeen City,ECON11,2019-20,44417.71986,,
Aberdeen City,ECON11,2020-21,37605.86746,,
Aberdeen City,ECON11,2021-22,40539.94636,,
Aberdeen City,ENV01a,2012-13,21.21,2423,114255
Aberdeen City,ENV01a,2013-14,47.08,5411,114939
Aberdeen City,ENV01a,2014-15,47.3,5463,115501
Aberdeen City,ENV01a,2015-16,61.03,7124,116737
Aberdeen City,ENV01a,2016-17,51.68,6004,116173
Aberdeen City,ENV01a,2017-18,55.61,6548,117747
Aberdeen City,ENV01a,2018-19,56.53,6713,118741
Aberdeen City,ENV01a,2019-20,48.87,5944,121629
Aberdeen City,ENV01a,2020-21,48.38,5939,122769
Aberdeen City,ENV01a,2021-22,51.07,6351,124369
Aberdeen City,ENV02a,2012-13,107.76,12312,114255
Aberdeen City,ENV02a,2013-14,113.56,13053,114939
Aberdeen City,ENV02a,2014-15,126.21,14577,115501
Aberdeen City,ENV02a,2015-16,139.46,16280,116737
Aberdeen City,ENV02a,2016-17,139.44,16199,116173
Aberdeen City,ENV02a,2017-18,130.39,15353,117747
Aberdeen City,ENV02a,2018-19,130.86,15538,118741
Aberdeen City,ENV02a,2019-20,144.91,17625,121629
Aberdeen City,ENV02a,2020-21,125.96,15464,122769
Aberdeen City,ENV02a,2021-22,124.79,15520,124369
Aberdeen City,ENV03a,2010-11,15613.49,3390,217120
Aberdeen City,ENV03a,2011-12,13859.9,3055,220420
Aberdeen City,ENV03a,2012-13,9756.86,2195,224970
Aberdeen City,ENV03a,2013-14,8550.17,1942,227130
Aberdeen City,ENV03a,2014-15,7830.04,1793,228990
Aberdeen City,ENV03a,2015-16,8556.54,1971,230350
Aberdeen City,ENV03a,2016-17,9210.76,2117,229840
Aberdeen City,ENV03a,2017-18,9256.99,2118,228800
Aberdeen City,ENV03a,2018-19,9074.53,2065,227560
Aberdeen City,ENV03a,2019-20,7784.14,1780,228670
Aberdeen City,ENV03a,2020-21,6941.41,1590,229060
Aberdeen City,ENV03a,2021-22,9035.75,2055,227430
Aberdeen City,ENV03c,2010-11,0.947,,
Aberdeen City,ENV03c,2011-12,0.94,,
Aberdeen City,ENV03c,2012-13,0.919,,
Aberdeen City,ENV03c,2013-14,0.901,,
Aberdeen City,ENV03c,2014-15,0.818181818,,
Aberdeen City,ENV03c,2015-16,0.81,,
Aberdeen City,ENV03c,2016-17,0.880407125,,
Aberdeen City,ENV03c,2017-18,0.857831325,,
Aberdeen City,ENV03c,2018-19,0.902,,
Aberdeen City,ENV03c,2019-20,0.862533693,,
Aberdeen City,ENV03c,2020-21,0.93697479,,
Aberdeen City,ENV03c,2021-22,0.895,,
Aberdeen City,ENV03c,2022-23,0.895,,
Aberdeen City,ENV04a,2010-11,18067.25,16387,907
Aberdeen City,ENV04a,2011-12,18946.33,17298,913
Aberdeen City,ENV04a,2012-13,13954,12740,913
Aberdeen City,ENV04a,2013-14,25650.6,23419,913
Aberdeen City,ENV04a,2014-15,39319.82,35899,913
Aberdeen City,ENV04a,2015-16,52299.01,47749,913
Aberdeen City,ENV04a,2016-17,38618.84,35259,913
Aberdeen City,ENV04a,2017-18,28186.2,25734,913
Aberdeen City,ENV04a,2018-19,16067.91,14670,913
Aberdeen City,ENV04a,2019-20,21180.57,20991,991.05
Aberdeen City,ENV04a,2020-21,64509.73,64342,997.4
Aberdeen City,ENV04a,2021-22,69556.7,72412,1041.05
Aberdeen City,ENV04b,2009-11,0.2549408,,
Aberdeen City,ENV04b,2010-12,0.251,,
Aberdeen City,ENV04b,2011-13,0.2118,,
Aberdeen City,ENV04b,2012-14,0.147,,
Aberdeen City,ENV04b,2013-15,0.195621353,,
Aberdeen City,ENV04b,2014-16,0.19936609,,
Aberdeen City,ENV04b,2015-17,0.212055466,,
Aberdeen City,ENV04b,2016-18,0.226449495,,
Aberdeen City,ENV04b,2017-19,0.247930721,,
Aberdeen City,ENV04b,2018-20,0.23442183,,
Aberdeen City,ENV04b,2019-21,0.211,,
Aberdeen City,ENV04b,2020-22,0.20626881,,
Aberdeen City,ENV04c,2009-11,0.274010326,,
Aberdeen City,ENV04c,2010-12,0.219,,
Aberdeen City,ENV04c,2011-13,0.2246,,
Aberdeen City,ENV04c,2012-14,0.253,,
Aberdeen City,ENV04c,2013-15,0.237336207,,
Aberdeen City,ENV04c,2014-16,0.239667953,,
Aberdeen City,ENV04c,2015-17,0.245080348,,
Aberdeen City,ENV04c,2016-18,0.224475458,,
Aberdeen City,ENV04c,2017-19,0.209096222,,
Aberdeen City,ENV04c,2018-20,0.232660675,,
Aberdeen City,ENV04c,2019-21,0.238,,
Aberdeen City,ENV04c,2020-22,0.25371937,,
Aberdeen City,ENV04d,2009-11,0.312481342,,
Aberdeen City,ENV04d,2010-12,0.28,,
Aberdeen City,ENV04d,2011-13,0.2576,,
Aberdeen City,ENV04d,2012-14,0.201,,
Aberdeen City,ENV04d,2013-15,0.215218389,,
Aberdeen City,ENV04d,2014-16,0.239080271,,
Aberdeen City,ENV04d,2015-17,0.274539561,,
Aberdeen City,ENV04d,2016-18,0.274213278,,
Aberdeen City,ENV04d,2017-19,0.263697339,,
Aberdeen City,ENV04d,2018-20,0.229735455,,
Aberdeen City,ENV04d,2019-21,0.229,,
Aberdeen City,ENV04d,2020-22,0.220428424,,
Aberdeen City,ENV04e,2007-11,0.305982106,,
Aberdeen City,ENV04e,2008-12,0.364,,
Aberdeen City,ENV04e,2009-13,0.326,,
Aberdeen City,ENV04e,2010-14,0.3074,,
Aberdeen City,ENV04e,2011-15,0.27115925,,
Aberdeen City,ENV04e,2012-16,0.26960037,,
Aberdeen City,ENV04e,2013-17,0.291648818,,
Aberdeen City,ENV04e,2014-18,0.318573477,,
Aberdeen City,ENV04e,2015-19,0.317927951,,
Aberdeen City,ENV04e,2016-20,0.319230398,,
Aberdeen City,ENV04e,2017-21,0.306,,
Aberdeen City,ENV04e,2018-22,0.302650408,,
Aberdeen City,ENV05,2010-11,24327.56,5282,217120
Aberdeen City,ENV05,2011-12,18070.05,3983,220420
Aberdeen City,ENV05,2012-13,23652.04,5321,224970
Aberdeen City,ENV05,2013-14,24386.91,5539,227130
Aberdeen City,ENV05,2014-15,24856.98,5692,228990
Aberdeen City,ENV05,2015-16,26407.64,6083,230350
Aberdeen City,ENV05,2016-17,25261.05,5806,229840
Aberdeen City,ENV05,2017-18,26722.03,6114,228800
Aberdeen City,ENV05,2018-19,20460.54,4656,227560
Aberdeen City,ENV05,2019-20,21410.77,4896,228670
Aberdeen City,ENV05,2020-21,19379.2,4439,229060
Aberdeen City,ENV05,2021-22,21386.8,4864,227430
Aberdeen City,ENV05a,2012-13,4730,1064,224970
Aberdeen City,ENV05a,2013-14,6270,1425,227130
Aberdeen City,ENV05a,2014-15,6190,1418,228990
Aberdeen City,ENV05a,2015-16,7050,1625,230350
Aberdeen City,ENV05a,2016-17,6430,1478,229840
Aberdeen City,ENV05a,2017-18,6320,1445,228800
Aberdeen City,ENV05a,2018-19,5230,1190,227560
Aberdeen City,ENV05a,2019-20,5100,1167,228670
Aberdeen City,ENV05a,2020-21,4340,994,229060
Aberdeen City,ENV05a,2021-22,4840,1100,227430
Aberdeen City,ENV05b,2012-13,18922.5,4257,224970
Aberdeen City,ENV05b,2013-14,18113,4114,227130
Aberdeen City,ENV05b,2014-15,18664.6,4274,228990
Aberdeen City,ENV05b,2015-16,19353.2,4458,230350
Aberdeen City,ENV05b,2016-17,18830.5,4328,229840
Aberdeen City,ENV05b,2017-18,20406.5,4669,228800
Aberdeen City,ENV05b,2018-19,15231.1,3466,227560
Aberdeen City,ENV05b,2019-20,16307.3,3729,228670
Aberdeen City,ENV05b,2020-21,15039.7,3445,229060
Aberdeen City,ENV05b,2021-22,16550.1,3764,227430
Aberdeen City,ENV06,2010-11,0.31741783,,
Aberdeen City,ENV06,2011-12,0.356663217,,
Aberdeen City,ENV06,2012-13,0.372744093,,
Aberdeen City,ENV06,2013-14,0.371411908,,
Aberdeen City,ENV06,2014-15,0.382,,
Aberdeen City,ENV06,2015-16,0.385118618,,
Aberdeen City,ENV06,2016-17,0.390110959,,
Aberdeen City,ENV06,2017-18,0.439338236,,
Aberdeen City,ENV06,2018-19,0.473,,
Aberdeen City,ENV06,2019-20,0.498924715,,
Aberdeen City,ENV06,2020-21,0.456426777,,
Aberdeen City,ENV06,2021-22,0.454,,
Aberdeen City,ENV07a,2010-14,0.799,,
Aberdeen City,ENV07a,2012-15,0.803333333,,
Aberdeen City,ENV07a,2013-16,0.803333333,,
Aberdeen City,ENV07a,2014-17,0.81,,
Aberdeen City,ENV07a,2015-18,0.816666667,,
Aberdeen City,ENV07a,2016-19,0.830333333,,
Aberdeen City,ENV07a,2017-20,0.803666667,,
Aberdeen City,ENV07a,2018-21,0.820333333,,
Aberdeen City,ENV07b,2010-14,0.658666667,,
Aberdeen City,ENV07b,2012-15,0.67,,
Aberdeen City,ENV07b,2013-16,0.66,,
Aberdeen City,ENV07b,2014-17,0.686666667,,
Aberdeen City,ENV07b,2015-18,0.68,,
Aberdeen City,ENV07b,2016-19,0.653333333,,
Aberdeen City,ENV07b,2017-20,0.6,,
Aberdeen City,ENV07b,2018-21,0.56,,
Aberdeen City,FINSUS01,2013-14,0.2,,
Aberdeen City,FINSUS01,2014-15,0.21,,
Aberdeen City,FINSUS01,2015-16,0.16,,
Aberdeen City,FINSUS01,2016-17,0.13,,
Aberdeen City,FINSUS01,2017-18,0.15,,
Aberdeen City,FINSUS01,2018-19,0.13,,
Aberdeen City,FINSUS01,2019-20,0.14,,
Aberdeen City,FINSUS01,2020-21,0.2142,,
Aberdeen City,FINSUS01,2021-22,0.2256,,
Aberdeen City,FINSUS02,2013-14,0.0194,,
Aberdeen City,FINSUS02,2014-15,0.0182,,
Aberdeen City,FINSUS02,2015-16,0.0177,,
Aberdeen City,FINSUS02,2016-17,0.0169,,
Aberdeen City,FINSUS02,2017-18,0.0255,,
Aberdeen City,FINSUS02,2018-19,0.0235,,
Aberdeen City,FINSUS02,2019-20,0.0269,,
Aberdeen City,FINSUS02,2020-21,0.027,,
Aberdeen City,FINSUS02,2021-22,0.025,,
Aberdeen City,FINSUS03,2013-14,0.042,,
Aberdeen City,FINSUS03,2014-15,0.063,,
Aberdeen City,FINSUS03,2015-16,0.06,,
Aberdeen City,FINSUS03,2016-17,0.057,,
Aberdeen City,FINSUS03,2017-18,0.067,,
Aberdeen City,FINSUS03,2018-19,0.06,,
Aberdeen City,FINSUS03,2019-20,0.069,,
Aberdeen City,FINSUS03,2020-21,0.074,,
Aberdeen City,FINSUS03,2021-22,0.066,,
Aberdeen City,FINSUS04,2013-14,0.536,,
Aberdeen City,FINSUS04,2014-15,0.157,,
Aberdeen City,FINSUS04,2015-16,0.157,,
Aberdeen City,FINSUS04,2016-17,0.147,,
Aberdeen City,FINSUS04,2017-18,0.192,,
Aberdeen City,FINSUS04,2018-19,0.077,,
Aberdeen City,FINSUS04,2019-20,0.084,,
Aberdeen City,FINSUS04,2020-21,0.068,,
Aberdeen City,FINSUS04,2021-22,0.065,,
Aberdeen City,FINSUS05,2013-14,0.981,413000,421000
Aberdeen City,FINSUS05,2014-15,0.9907,426000,430000
Aberdeen City,FINSUS05,2015-16,0.9955,442000,444000
Aberdeen City,FINSUS05,2016-17,0.9794,428000,437000
Aberdeen City,FINSUS05,2017-18,0.9908,431000,435000
Aberdeen City,FINSUS05,2018-19,0.9977,437000,438000
Aberdeen City,FINSUS05,2019-20,1,453000,453000
Aberdeen City,FINSUS05,2020-21,1.0008,508583,508168
Aberdeen City,FINSUS05,2021-22,0.9975,515285,516595
Aberdeen City,HSN01b,2013-14,0.0598,4644167,77660322
Aberdeen City,HSN01b,2014-15,0.0563,4490379,79712099
Aberdeen City,HSN01b,2015-16,0.0529,4346348,82097791
Aberdeen City,HSN01b,2016-17,0.0463,3826212,82555450
Aberdeen City,HSN01b,2017-18,0.052980975,4318980,81519451
Aberdeen City,HSN01b,2018-19,0.068568526,5743891,83768623
Aberdeen City,HSN01b,2019-20,0.081611325,7130354,87369663
Aberdeen City,HSN01b,2020-21,0.113037018,10299745,91118336
Aberdeen City,HSN01b,2021-22,0.140029976,12846929,91744135
Aberdeen City,HSN01b,2022-23,0.17409,16094296,92449421
Aberdeen City,HSN02,2013-14,0.0173,1343063,77660322
Aberdeen City,HSN02,2014-15,0.0192,1533754,79712099
Aberdeen City,HSN02,2015-16,0.0166,1360149,82097791
Aberdeen City,HSN02,2016-17,0.0098,809263,82555450
Aberdeen City,HSN02,2017-18,0.011908434,970769,81519451
Aberdeen City,HSN02,2018-19,0.014684997,1230142,83768623
Aberdeen City,HSN02,2019-20,0.018582182,1623519,87369663
Aberdeen City,HSN02,2020-21,0.025313994,2306569,91118336
Aberdeen City,HSN02,2021-22,0.036570414,3355121,91744135
Aberdeen City,HSN02,2022-23,0.057021807,5271633,92449421
Aberdeen City,HSN03,2013-14,0.8928,20055,22463
Aberdeen City,HSN03,2014-15,0.8921,19875,22278
Aberdeen City,HSN03,2015-16,0.9232,20460,22162
Aberdeen City,HSN03,2016-17,0.9242,20093,21742
Aberdeen City,HSN03,2017-18,0.826406986,18076,21873
Aberdeen City,HSN03,2018-19,0.83286119,18228,21886
Aberdeen City,HSN03,2019-20,0.881380763,19252,21843
Aberdeen City,HSN03,2020-21,0.882595683,19463,22052
Aberdeen City,HSN03,2021-22,0.733090648,16312,22251
Aberdeen City,HSN03,2022-23,0.7716182,17552,22747
Aberdeen City,HSN04b,2013-14,10.1,436015,43183
Aberdeen City,HSN04b,2014-15,8.69,306306,35237
Aberdeen City,HSN04b,2015-16,6.53,292655,44811
Aberdeen City,HSN04b,2016-17,6.53,290498,44477
Aberdeen City,HSN04b,2017-18,7.459162617,336177,45069
Aberdeen City,HSN04b,2018-19,4.880446525,203295,41655
Aberdeen City,HSN04b,2019-20,5.516777994,209781,38026
Aberdeen City,HSN04b,2020-21,5.178703252,74361,14359
Aberdeen City,HSN04b,2021-22,7.45769979,187852,25189
Aberdeen City,HSN04b,2022-23,7.714958943,216096,28010
Aberdeen City,HSN05a,2015-16,0.8202,18177,22162
Aberdeen City,HSN05a,2016-17,0.8284,18010,21742
Aberdeen City,HSN05a,2017-18,0.8556,18714,21873
Aberdeen City,HSN05a,2018-19,0.8692,19024,21886
Aberdeen City,HSN05a,2019-20,0.928672801,20285,21843
Aberdeen City,HSN05a,2020-21,0.933384727,20583,22052
Aberdeen City,HSN05a,2021-22,0.926789807,20622,22251
Aberdeen City,SW01,2010-11,20.12,671922.16,13516
Aberdeen City,SW01,2011-12,19.78,702913.12,13902
Aberdeen City,SW01,2012-13,26.83,609256.96,16345
Aberdeen City,SW01,2013-14,24.45,643012.24,15722
Aberdeen City,SW01,2014-15,26.29,616311.8,16203
Aberdeen City,SW01,2015-16,34.78,634463.44,22064
Aberdeen City,SW01,2016-17,33.01,702501.8,23189
Aberdeen City,SW01,2017-18,32.71,715312,23401
Aberdeen City,SW01,2018-19,10.71,697424,7470
Aberdeen City,SW01,2019-20,16.58,672724,11152
Aberdeen City,SW01,2020-21,20.35,642989.75,13086
Aberdeen City,SW01,2021-22,20.09,590099.77,11855
Aberdeen City,SW02,2010-11,0.0112,1253,111346
Aberdeen City,SW02,2011-12,0.0163,1839,112912
Aberdeen City,SW02,2012-13,0.022,2614,119016
Aberdeen City,SW02,2013-14,0.0265,3176,119942
Aberdeen City,SW02,2014-15,0.0289,3505,121364
Aberdeen City,SW02,2015-16,0.0339,4243,125280
Aberdeen City,SW02,2016-17,0.0321,4029,125333
Aberdeen City,SW02,2017-18,0.0316,4075,129070
Aberdeen City,SW02,2018-19,0.0266,3525,132567
Aberdeen City,SW02,2019-20,0.0289,3950,136598
Aberdeen City,SW02,2020-21,0.0302,4681.363,154951
Aberdeen City,SW02,2021-22,0.0479,7195,150114
Aberdeen City,SW03a,2010-11,0.526986052,,
Aberdeen City,SW03a,2011-12,0.550679852,,
Aberdeen City,SW03a,2012-13,0.569552874,,
Aberdeen City,SW03a,2013-14,0.535922998,,
Aberdeen City,SW03a,2014-15,0.536261491,,
Aberdeen City,SW03a,2015-16,0.554994955,,
Aberdeen City,SW03a,2016-17,0.554441756,,
Aberdeen City,SW03a,2017-18,0.537490988,,
Aberdeen City,SW03a,2018-19,0.546461758,,
Aberdeen City,SW03a,2019-20,0.529212576,,
Aberdeen City,SW03a,2020-21,0.524034388,,
Aberdeen City,SW03a,2021-22,0.496491952,,
Aberdeen City,SW03a,2022-23,0.503937008,,
Aberdeen City,SW04b,2013-14,0.837185,,
Aberdeen City,SW04b,2015-16,0.802602347,,
Aberdeen City,SW04b,2017-18,0.7929,,
Aberdeen City,SW04b,2019-20,0.835566,,
Aberdeen City,SW04b,2021-22,0.786,,
Aberdeen City,SW04c,2013-14,0.8176,,
Aberdeen City,SW04c,2015-16,0.8003,,
Aberdeen City,SW04c,2017-18,0.8206,,
Aberdeen City,SW04c,2019-20,0.818538,,
Aberdeen City,SW04c,2021-22,0.7822,,
Aberdeen City,SW04d,2013-14,0.8564,,
Aberdeen City,SW04d,2015-16,0.7554,,
Aberdeen City,SW04d,2017-18,0.7898,,
Aberdeen City,SW04d,2019-20,0.781246,,
Aberdeen City,SW04d,2021-22,0.6625,,
Aberdeen City,SW04e,2013-14,0.4226,,
Aberdeen City,SW04e,2015-16,0.382,,
Aberdeen City,SW04e,2017-18,0.4006,,
Aberdeen City,SW04e,2019-20,0.33585,,
Aberdeen City,SW04e,2021-22,0.3242,,
Aberdeen City,SW05,2010-11,403.0844,32279,1540
Aberdeen City,SW05,2011-12,414.0225,31002,1440
Aberdeen City,SW05,2012-13,497.6602,31054,1200
Aberdeen City,SW05,2013-14,453.3438,31589,1340
Aberdeen City,SW05,2014-15,441.681,31006,1350
Aberdeen City,SW05,2015-16,450.1467,30664,1310
Aberdeen City,SW05,2016-17,501.7246,32873,1260
Aberdeen City,SW05,2017-18,483.1808,31658,1260
Aberdeen City,SW05,2018-19,790.0337,51763,1260
Aberdeen City,SW05,2019-20,739.1706,49679.6518,1292.5
Aberdeen City,SW05,2020-21,1041.4373,65933.402,1217.5
Aberdeen City,SW05,2021-22,1010.3562,64097,1220
Aberdeen City,SW06,2010-11,90.3239534,3396,37598
Aberdeen City,SW06,2011-12,91.35163916,3603,39441
Aberdeen City,SW06,2012-13,91.76085663,3702,40344
Aberdeen City,SW06,2013-14,95.77315423,3793,39604
Aberdeen City,SW06,2014-15,99.05247631,3962,39999
