,,Edinburgh St Leonards,
Date,Time,PM10 particulate matter (Hourly measured),Status
17/03/2017,22:00:00,6.3,V ugm-3 (TEOM FDMS)
17/03/2017,23:00:00,2.8,V ugm-3 (TEOM FDMS)
17/03/2017,24:00:00,3.6,V ugm-3 (TEOM FDMS)
18/03/2017,01:00:00,1.3,V ugm-3 (TEOM FDMS)
18/03/2017,02:00:00,0.8,V ugm-3 (TEOM FDMS)
18/03/2017,03:00:00,1.5,V ugm-3 (TEOM FDMS)
18/03/2017,04:00:00,0.9,V ugm-3 (TEOM FDMS)
18/03/2017,05:00:00,0.2,V ugm-3 (TEOM FDMS)
18/03/2017,06:00:00,4.4,V ugm-3 (TEOM FDMS)
18/03/2017,07:00:00,5.2,V ugm-3 (TEOM FDMS)
18/03/2017,08:00:00,9.3,V ugm-3 (TEOM FDMS)
18/03/2017,09:00:00,7.3,V ugm-3 (TEOM FDMS)
18/03/2017,10:00:00,8.1,V ugm-3 (TEOM FDMS)
18/03/2017,11:00:00,10.2,V ugm-3 (TEOM FDMS)
18/03/2017,12:00:00,8.4,V ugm-3 (TEOM FDMS)
18/03/2017,13:00:00,3.6,V ugm-3 (TEOM FDMS)
18/03/2017,14:00:00,7.5,V ugm-3 (TEOM FDMS)
18/03/2017,15:00:00,3.5,V ugm-3 (TEOM FDMS)
18/03/2017,16:00:00,2.4,V ugm-3 (TEOM FDMS)
18/03/2017,17:00:00,3.7,V ugm-3 (TEOM FDMS)
18/03/2017,18:00:00,7.6,V ugm-3 (TEOM FDMS)
18/03/2017,19:00:00,14.2,V ugm-3 (TEOM FDMS)
18/03/2017,20:00:00,11.6,V ugm-3 (TEOM FDMS)
18/03/2017,21:00:00,9.4,V ugm-3 (TEOM FDMS)
18/03/2017,22:00:00,7,V ugm-3 (TEOM FDMS)
18/03/2017,23:00:00,3.9,V ugm-3 (TEOM FDMS)
18/03/2017,24:00:00,5,V ugm-3 (TEOM FDMS)
19/03/2017,01:00:00,7,V ugm-3 (TEOM FDMS)
19/03/2017,02:00:00,1.7,V ugm-3 (TEOM FDMS)
19/03/2017,03:00:00,-0.4,V ugm-3 (TEOM FDMS)
19/03/2017,04:00:00,0.3,V ugm-3 (TEOM FDMS)
19/03/2017,05:00:00,3.2,V ugm-3 (TEOM FDMS)
19/03/2017,06:00:00,1.8,V ugm-3 (TEOM FDMS)
19/03/2017,07:00:00,-1.9,V ugm-3 (TEOM FDMS)
19/03/2017,08:00:00,-0.3,V ugm-3 (TEOM FDMS)
19/03/2017,09:00:00,2,V ugm-3 (TEOM FDMS)
19/03/2017,10:00:00,-0.2,V ugm-3 (TEOM FDMS)
19/03/2017,11:00:00,3.7,V ugm-3 (TEOM FDMS)
19/03/2017,12:00:00,0.4,V ugm-3 (TEOM FDMS)
19/03/2017,13:00:00,4.8,V ugm-3 (TEOM FDMS)
19/03/2017,14:00:00,7,V ugm-3 (TEOM FDMS)
19/03/2017,15:00:00,5,V ugm-3 (TEOM FDMS)
19/03/2017,16:00:00,8.8,V ugm-3 (TEOM FDMS)
19/03/2017,17:00:00,7.9,V ugm-3 (TEOM FDMS)
19/03/2017,18:00:00,8,V ugm-3 (TEOM FDMS)
19/03/2017,19:00:00,6.2,V ugm-3 (TEOM FDMS)
19/03/2017,20:00:00,7,V ugm-3 (TEOM FDMS)
19/03/2017,21:00:00,8.5,V ugm-3 (TEOM FDMS)
19/03/2017,22:00:00,9.5,V ugm-3 (TEOM FDMS)
19/03/2017,23:00:00,9.6,V ugm-3 (TEOM FDMS)
19/03/2017,24:00:00,11,V ugm-3 (TEOM FDMS)
20/03/2017,01:00:00,12.1,V ugm-3 (TEOM FDMS)
20/03/2017,02:00:00,9.8,V ugm-3 (TEOM FDMS)
20/03/2017,03:00:00,11,V ugm-3 (TEOM FDMS)
20/03/2017,04:00:00,10.3,V ugm-3 (TEOM FDMS)
20/03/2017,05:00:00,5.3,V ugm-3 (TEOM FDMS)
20/03/2017,06:00:00,7.2,V ugm-3 (TEOM FDMS)
20/03/2017,07:00:00,9.6,V ugm-3 (TEOM FDMS)
20/03/2017,08:00:00,9.4,V ugm-3 (TEOM FDMS)
20/03/2017,09:00:00,13.4,V ugm-3 (TEOM FDMS)
20/03/2017,10:00:00,8.2,V ugm-3 (TEOM FDMS)
20/03/2017,11:00:00,4.6,V ugm-3 (TEOM FDMS)
20/03/2017,12:00:00,12.1,V ugm-3 (TEOM FDMS)
20/03/2017,13:00:00,11.5,V ugm-3 (TEOM FDMS)
20/03/2017,14:00:00,9.1,V ugm-3 (TEOM FDMS)
20/03/2017,15:00:00,9.4,V ugm-3 (TEOM FDMS)
20/03/2017,16:00:00,12.9,V ugm-3 (TEOM FDMS)
20/03/2017,17:00:00,12,V ugm-3 (TEOM FDMS)
20/03/2017,18:00:00,8.9,V ugm-3 (TEOM FDMS)
20/03/2017,19:00:00,8.3,V ugm-3 (TEOM FDMS)
20/03/2017,20:00:00,4,V ugm-3 (TEOM FDMS)
20/03/2017,21:00:00,5.7,V ugm-3 (TEOM FDMS)
20/03/2017,22:00:00,6.8,V ugm-3 (TEOM FDMS)
20/03/2017,23:00:00,5,V ugm-3 (TEOM FDMS)
20/03/2017,24:00:00,1.9,V ugm-3 (TEOM FDMS)
21/03/2017,01:00:00,2.4,V ugm-3 (TEOM FDMS)
21/03/2017,02:00:00,3.2,V ugm-3 (TEOM FDMS)
21/03/2017,03:00:00,1.8,V ugm-3 (TEOM FDMS)
21/03/2017,04:00:00,-1.1,V ugm-3 (TEOM FDMS)
21/03/2017,05:00:00,0,V ugm-3 (TEOM FDMS)
21/03/2017,06:00:00,No data,V ugm-3 (TEOM FDMS)
21/03/2017,07:00:00,3.6,V ugm-3 (TEOM FDMS)
21/03/2017,08:00:00,1.8,V ugm-3 (TEOM FDMS)
21/03/2017,09:00:00,0.5,V ugm-3 (TEOM FDMS)
21/03/2017,10:00:00,3.7,V ugm-3 (TEOM FDMS)
21/03/2017,11:00:00,3.8,V ugm-3 (TEOM FDMS)
21/03/2017,12:00:00,11.4,V ugm-3 (TEOM FDMS)
21/03/2017,13:00:00,8.7,V ugm-3 (TEOM FDMS)
21/03/2017,14:00:00,9,V ugm-3 (TEOM FDMS)
21/03/2017,15:00:00,4.9,V ugm-3 (TEOM FDMS)
21/03/2017,16:00:00,10.9,V ugm-3 (TEOM FDMS)
21/03/2017,17:00:00,11.5,V ugm-3 (TEOM FDMS)
21/03/2017,18:00:00,12.5,V ugm-3 (TEOM FDMS)
21/03/2017,19:00:00,8.6,V ugm-3 (TEOM FDMS)
21/03/2017,20:00:00,5.8,V ugm-3 (TEOM FDMS)
21/03/2017,21:00:00,4.9,V ugm-3 (TEOM FDMS)
21/03/2017,22:00:00,5.3,V ugm-3 (TEOM FDMS)
21/03/2017,23:00:00,10.9,V ugm-3 (TEOM FDMS)
21/03/2017,24:00:00,8.4,V ugm-3 (TEOM FDMS)
22/03/2017,01:00:00,6.2,V ugm-3 (TEOM FDMS)
22/03/2017,02:00:00,6.7,V ugm-3 (TEOM FDMS)
22/03/2017,03:00:00,5.5,V ugm-3 (TEOM FDMS)
22/03/2017,04:00:00,5.8,V ugm-3 (TEOM FDMS)
22/03/2017,05:00:00,5.7,V ugm-3 (TEOM FDMS)
22/03/2017,06:00:00,5.7,V ugm-3 (TEOM FDMS)
22/03/2017,07:00:00,5.8,V ugm-3 (TEOM FDMS)
22/03/2017,08:00:00,12.1,V ugm-3 (TEOM FDMS)
22/03/2017,09:00:00,9.2,V ugm-3 (TEOM FDMS)
22/03/2017,10:00:00,10.3,V ugm-3 (TEOM FDMS)
22/03/2017,11:00:00,10.1,V ugm-3 (TEOM FDMS)
22/03/2017,12:00:00,9.8,V ugm-3 (TEOM FDMS)
22/03/2017,13:00:00,12.8,V ugm-3 (TEOM FDMS)
22/03/2017,14:00:00,9.1,V ugm-3 (TEOM FDMS)
22/03/2017,15:00:00,7.9,V ugm-3 (TEOM FDMS)
22/03/2017,16:00:00,6.3,V ugm-3 (TEOM FDMS)
22/03/2017,17:00:00,9.3,V ugm-3 (TEOM FDMS)
22/03/2017,18:00:00,8.9,V ugm-3 (TEOM FDMS)
22/03/2017,19:00:00,7.8,V ugm-3 (TEOM FDMS)
22/03/2017,20:00:00,8.6,V ugm-3 (TEOM FDMS)
22/03/2017,21:00:00,10.1,V ugm-3 (TEOM FDMS)
22/03/2017,22:00:00,14,V ugm-3 (TEOM FDMS)
22/03/2017,23:00:00,14.5,V ugm-3 (TEOM FDMS)
22/03/2017,24:00:00,13,V ugm-3 (TEOM FDMS)
23/03/2017,01:00:00,13.2,V ugm-3 (TEOM FDMS)
23/03/2017,02:00:00,15.5,V ugm-3 (TEOM FDMS)
23/03/2017,03:00:00,16.3,V ugm-3 (TEOM FDMS)
23/03/2017,04:00:00,11.7,V ugm-3 (TEOM FDMS)
23/03/2017,05:00:00,16.5,V ugm-3 (TEOM FDMS)
23/03/2017,06:00:00,18.2,V ugm-3 (TEOM FDMS)
23/03/2017,07:00:00,13.3,V ugm-3 (TEOM FDMS)
23/03/2017,08:00:00,17.8,V ugm-3 (TEOM FDMS)
23/03/2017,09:00:00,15.4,V ugm-3 (TEOM FDMS)
23/03/2017,10:00:00,13.5,V ugm-3 (TEOM FDMS)
23/03/2017,11:00:00,11.1,V ugm-3 (TEOM FDMS)
23/03/2017,12:00:00,14.1,V ugm-3 (TEOM FDMS)
23/03/2017,13:00:00,15.2,V ugm-3 (TEOM FDMS)
23/03/2017,14:00:00,15.4,V ugm-3 (TEOM FDMS)
23/03/2017,15:00:00,17.4,V ugm-3 (TEOM FDMS)
23/03/2017,16:00:00,17.3,V ugm-3 (TEOM FDMS)
23/03/2017,17:00:00,16.2,V ugm-3 (TEOM FDMS)
23/03/2017,18:00:00,17.4,V ugm-3 (TEOM FDMS)
23/03/2017,19:00:00,12.6,V ugm-3 (TEOM FDMS)
23/03/2017,20:00:00,15.1,V ugm-3 (TEOM FDMS)
23/03/2017,21:00:00,12.8,V ugm-3 (TEOM FDMS)
23/03/2017,22:00:00,10.9,V ugm-3 (TEOM FDMS)
23/03/2017,23:00:00,13.1,V ugm-3 (TEOM FDMS)
23/03/2017,24:00:00,11.2,V ugm-3 (TEOM FDMS)
24/03/2017,01:00:00,9.3,V ugm-3 (TEOM FDMS)
24/03/2017,02:00:00,12.5,V ugm-3 (TEOM FDMS)
24/03/2017,03:00:00,12.8,V ugm-3 (TEOM FDMS)
24/03/2017,04:00:00,12.1,V ugm-3 (TEOM FDMS)
24/03/2017,05:00:00,16.2,V ugm-3 (TEOM FDMS)
24/03/2017,06:00:00,13.5,V ugm-3 (TEOM FDMS)
24/03/2017,07:00:00,11.5,V ugm-3 (TEOM FDMS)
24/03/2017,08:00:00,15.2,V ugm-3 (TEOM FDMS)
24/03/2017,09:00:00,16.1,V ugm-3 (TEOM FDMS)
24/03/2017,10:00:00,15,V ugm-3 (TEOM FDMS)
24/03/2017,11:00:00,17,V ugm-3 (TEOM FDMS)
24/03/2017,12:00:00,11.9,V ugm-3 (TEOM FDMS)
24/03/2017,13:00:00,15.6,V ugm-3 (TEOM FDMS)
24/03/2017,14:00:00,16,V ugm-3 (TEOM FDMS)
24/03/2017,15:00:00,17,V ugm-3 (TEOM FDMS)
24/03/2017,16:00:00,15.9,V ugm-3 (TEOM FDMS)
24/03/2017,17:00:00,18.3,V ugm-3 (TEOM FDMS)
24/03/2017,18:00:00,24,V ugm-3 (TEOM FDMS)
24/03/2017,19:00:00,30.4,V ugm-3 (TEOM FDMS)
24/03/2017,20:00:00,28.4,V ugm-3 (TEOM FDMS)
24/03/2017,21:00:00,24.1,V ugm-3 (TEOM FDMS)
24/03/2017,22:00:00,20.4,V ugm-3 (TEOM FDMS)
24/03/2017,23:00:00,23.5,V ugm-3 (TEOM FDMS)
24/03/2017,24:00:00,20.4,V ugm-3 (TEOM FDMS)
25/03/2017,01:00:00,14.4,V ugm-3 (TEOM FDMS)
25/03/2017,02:00:00,12.1,V ugm-3 (TEOM FDMS)
25/03/2017,03:00:00,18.2,V ugm-3 (TEOM FDMS)
25/03/2017,04:00:00,15.8,V ugm-3 (TEOM FDMS)
25/03/2017,05:00:00,16.8,V ugm-3 (TEOM FDMS)
25/03/2017,06:00:00,12.2,V ugm-3 (TEOM FDMS)
25/03/2017,07:00:00,12.3,V ugm-3 (TEOM FDMS)
25/03/2017,08:00:00,9.5,V ugm-3 (TEOM FDMS)
25/03/2017,09:00:00,8.1,V ugm-3 (TEOM FDMS)
25/03/2017,10:00:00,12.4,V ugm-3 (TEOM FDMS)
25/03/2017,11:00:00,12.3,V ugm-3 (TEOM FDMS)
25/03/2017,12:00:00,10.4,V ugm-3 (TEOM FDMS)
25/03/2017,13:00:00,7.8,V ugm-3 (TEOM FDMS)
25/03/2017,14:00:00,9.5,V ugm-3 (TEOM FDMS)
25/03/2017,15:00:00,6.6,V ugm-3 (TEOM FDMS)
25/03/2017,16:00:00,12.5,V ugm-3 (TEOM FDMS)
25/03/2017,17:00:00,11.1,V ugm-3 (TEOM FDMS)
25/03/2017,18:00:00,11.7,V ugm-3 (TEOM FDMS)
25/03/2017,19:00:00,15,V ugm-3 (TEOM FDMS)
25/03/2017,20:00:00,20.2,V ugm-3 (TEOM FDMS)
25/03/2017,21:00:00,17.3,V ugm-3 (TEOM FDMS)
25/03/2017,22:00:00,21.4,V ugm-3 (TEOM FDMS)
25/03/2017,23:00:00,26.9,V ugm-3 (TEOM FDMS)
25/03/2017,24:00:00,34.5,V ugm-3 (TEOM FDMS)
26/03/2017,01:00:00,29.1,V ugm-3 (TEOM FDMS)
26/03/2017,02:00:00,18.8,V ugm-3 (TEOM FDMS)
26/03/2017,03:00:00,20.8,V ugm-3 (TEOM FDMS)
26/03/2017,04:00:00,20.6,V ugm-3 (TEOM FDMS)
26/03/2017,05:00:00,23.2,V ugm-3 (TEOM FDMS)
26/03/2017,06:00:00,18.9,V ugm-3 (TEOM FDMS)
26/03/2017,07:00:00,16.9,V ugm-3 (TEOM FDMS)
26/03/2017,08:00:00,21.1,V ugm-3 (TEOM FDMS)
26/03/2017,09:00:00,22.1,V ugm-3 (TEOM FDMS)
26/03/2017,10:00:00,22.9,V ugm-3 (TEOM FDMS)
26/03/2017,11:00:00,25.2,V ugm-3 (TEOM FDMS)
26/03/2017,12:00:00,21.6,V ugm-3 (TEOM FDMS)
26/03/2017,13:00:00,27.9,V ugm-3 (TEOM FDMS)
26/03/2017,14:00:00,24.3,V ugm-3 (TEOM FDMS)
26/03/2017,15:00:00,22.6,V ugm-3 (TEOM FDMS)
26/03/2017,16:00:00,20.4,V ugm-3 (TEOM FDMS)
26/03/2017,17:00:00,20.1,V ugm-3 (TEOM FDMS)
26/03/2017,18:00:00,22.9,V ugm-3 (TEOM FDMS)
26/03/2017,19:00:00,25.3,V ugm-3 (TEOM FDMS)
26/03/2017,20:00:00,24.9,V ugm-3 (TEOM FDMS)
26/03/2017,21:00:00,17.7,V ugm-3 (TEOM FDMS)
26/03/2017,22:00:00,22.4,V ugm-3 (TEOM FDMS)
26/03/2017,23:00:00,14.5,V ugm-3 (TEOM FDMS)
26/03/2017,24:00:00,10.5,V ugm-3 (TEOM FDMS)
27/03/2017,01:00:00,7.5,V ugm-3 (TEOM FDMS)
27/03/2017,02:00:00,6.4,V ugm-3 (TEOM FDMS)
27/03/2017,03:00:00,3.9,V ugm-3 (TEOM FDMS)
27/03/2017,04:00:00,12.5,V ugm-3 (TEOM FDMS)
27/03/2017,05:00:00,20.3,V ugm-3 (TEOM FDMS)
27/03/2017,06:00:00,21.6,V ugm-3 (TEOM FDMS)
27/03/2017,07:00:00,21.8,V ugm-3 (TEOM FDMS)
27/03/2017,08:00:00,21.8,V ugm-3 (TEOM FDMS)
27/03/2017,09:00:00,26.3,V ugm-3 (TEOM FDMS)
27/03/2017,10:00:00,24.2,V ugm-3 (TEOM FDMS)
27/03/2017,11:00:00,17.1,V ugm-3 (TEOM FDMS)
27/03/2017,12:00:00,11.3,V ugm-3 (TEOM FDMS)
27/03/2017,13:00:00,13,V ugm-3 (TEOM FDMS)
27/03/2017,14:00:00,9.8,V ugm-3 (TEOM FDMS)
27/03/2017,15:00:00,10.5,V ugm-3 (TEOM FDMS)
27/03/2017,16:00:00,14.9,V ugm-3 (TEOM FDMS)
27/03/2017,17:00:00,14.9,V ugm-3 (TEOM FDMS)
27/03/2017,18:00:00,14.5,V ugm-3 (TEOM FDMS)
27/03/2017,19:00:00,9.3,V ugm-3 (TEOM FDMS)
27/03/2017,20:00:00,13.7,V ugm-3 (TEOM FDMS)
27/03/2017,21:00:00,7.2,V ugm-3 (TEOM FDMS)
27/03/2017,22:00:00,6.5,V ugm-3 (TEOM FDMS)
27/03/2017,23:00:00,7,V ugm-3 (TEOM FDMS)
27/03/2017,24:00:00,3.6,V ugm-3 (TEOM FDMS)
28/03/2017,01:00:00,10,V ugm-3 (TEOM FDMS)
28/03/2017,02:00:00,12.3,V ugm-3 (TEOM FDMS)
28/03/2017,03:00:00,14.6,V ugm-3 (TEOM FDMS)
28/03/2017,04:00:00,18.6,V ugm-3 (TEOM FDMS)
28/03/2017,05:00:00,19.1,V ugm-3 (TEOM FDMS)
28/03/2017,06:00:00,19.6,V ugm-3 (TEOM FDMS)
28/03/2017,07:00:00,24.8,V ugm-3 (TEOM FDMS)
28/03/2017,08:00:00,28.7,V ugm-3 (TEOM FDMS)
28/03/2017,09:00:00,30.1,V ugm-3 (TEOM FDMS)
28/03/2017,10:00:00,30.3,V ugm-3 (TEOM FDMS)
28/03/2017,11:00:00,31.1,V ugm-3 (TEOM FDMS)
28/03/2017,12:00:00,29.6,V ugm-3 (TEOM FDMS)
28/03/2017,13:00:00,26,V ugm-3 (TEOM FDMS)
28/03/2017,14:00:00,25.7,V ugm-3 (TEOM FDMS)
28/03/2017,15:00:00,23.6,V ugm-3 (TEOM FDMS)
28/03/2017,16:00:00,30.1,V ugm-3 (TEOM FDMS)
28/03/2017,17:00:00,31.6,V ugm-3 (TEOM FDMS)
28/03/2017,18:00:00,34.9,V ugm-3 (TEOM FDMS)
28/03/2017,19:00:00,38.3,V ugm-3 (TEOM FDMS)
28/03/2017,20:00:00,42.6,V ugm-3 (TEOM FDMS)
28/03/2017,21:00:00,47.4,V ugm-3 (TEOM FDMS)
28/03/2017,22:00:00,52.4,V ugm-3 (TEOM FDMS)
28/03/2017,23:00:00,57.8,V ugm-3 (TEOM FDMS)
28/03/2017,24:00:00,61.5,V ugm-3 (TEOM FDMS)
29/03/2017,01:00:00,67,V ugm-3 (TEOM FDMS)
29/03/2017,02:00:00,71.4,V ugm-3 (TEOM FDMS)
29/03/2017,03:00:00,67.2,V ugm-3 (TEOM FDMS)
29/03/2017,04:00:00,65.5,V ugm-3 (TEOM FDMS)
29/03/2017,05:00:00,63.9,V ugm-3 (TEOM FDMS)
29/03/2017,06:00:00,65.5,V ugm-3 (TEOM FDMS)
29/03/2017,07:00:00,63.6,V ugm-3 (TEOM FDMS)
29/03/2017,08:00:00,66.5,V ugm-3 (TEOM FDMS)
29/03/2017,09:00:00,66.9,V ugm-3 (TEOM FDMS)
29/03/2017,10:00:00,73.9,V ugm-3 (TEOM FDMS)
29/03/2017,11:00:00,55.2,V ugm-3 (TEOM FDMS)
29/03/2017,12:00:00,37.9,V ugm-3 (TEOM FDMS)
29/03/2017,13:00:00,27.7,V ugm-3 (TEOM FDMS)
29/03/2017,14:00:00,19.2,V ugm-3 (TEOM FDMS)
29/03/2017,15:00:00,6.9,V ugm-3 (TEOM FDMS)
29/03/2017,16:00:00,1.4,V ugm-3 (TEOM FDMS)
29/03/2017,17:00:00,No data,V ugm-3 (TEOM FDMS)
29/03/2017,18:00:00,3.8,V ugm-3 (TEOM FDMS)
29/03/2017,19:00:00,1.6,V ugm-3 (TEOM FDMS)
29/03/2017,20:00:00,4,V ugm-3 (TEOM FDMS)
29/03/2017,21:00:00,2.6,V ugm-3 (TEOM FDMS)
29/03/2017,22:00:00,1.9,V ugm-3 (TEOM FDMS)
29/03/2017,23:00:00,3.5,V ugm-3 (TEOM FDMS)
29/03/2017,24:00:00,1.5,V ugm-3 (TEOM FDMS)
30/03/2017,01:00:00,2.2,V ugm-3 (TEOM FDMS)
30/03/2017,02:00:00,1.4,V ugm-3 (TEOM FDMS)
30/03/2017,03:00:00,1,V ugm-3 (TEOM FDMS)
30/03/2017,04:00:00,1.3,V ugm-3 (TEOM FDMS)
30/03/2017,05:00:00,2.6,V ugm-3 (TEOM FDMS)
30/03/2017,06:00:00,1,V ugm-3 (TEOM FDMS)
30/03/2017,07:00:00,3.5,V ugm-3 (TEOM FDMS)
30/03/2017,08:00:00,4.1,V ugm-3 (TEOM FDMS)
30/03/2017,09:00:00,3.4,V ugm-3 (TEOM FDMS)
30/03/2017,10:00:00,6.8,V ugm-3 (TEOM FDMS)
30/03/2017,11:00:00,8.1,V ugm-3 (TEOM FDMS)
30/03/2017,12:00:00,6.9,V ugm-3 (TEOM FDMS)
30/03/2017,13:00:00,3.4,V ugm-3 (TEOM FDMS)
30/03/2017,14:00:00,2.5,V ugm-3 (TEOM FDMS)
30/03/2017,15:00:00,2.9,V ugm-3 (TEOM FDMS)
30/03/2017,16:00:00,1.4,V ugm-3 (TEOM FDMS)
30/03/2017,17:00:00,4.3,V ugm-3 (TEOM FDMS)
30/03/2017,18:00:00,3.2,V ugm-3 (TEOM FDMS)
30/03/2017,19:00:00,5.5,V ugm-3 (TEOM FDMS)
30/03/2017,20:00:00,5.1,V ugm-3 (TEOM FDMS)
30/03/2017,21:00:00,0.8,V ugm-3 (TEOM FDMS)
30/03/2017,22:00:00,2.6,V ugm-3 (TEOM FDMS)
30/03/2017,23:00:00,2.2,V ugm-3 (TEOM FDMS)
30/03/2017,24:00:00,5.2,V ugm-3 (TEOM FDMS)
31/03/2017,01:00:00,4.4,V ugm-3 (TEOM FDMS)
31/03/2017,02:00:00,1.6,V ugm-3 (TEOM FDMS)
31/03/2017,03:00:00,3,V ugm-3 (TEOM FDMS)
31/03/2017,04:00:00,3.8,V ugm-3 (TEOM FDMS)
31/03/2017,05:00:00,4.4,V ugm-3 (TEOM FDMS)
31/03/2017,06:00:00,6.7,V ugm-3 (TEOM FDMS)
31/03/2017,07:00:00,7.9,V ugm-3 (TEOM FDMS)
31/03/2017,08:00:00,9.1,V ugm-3 (TEOM FDMS)
31/03/2017,09:00:00,6.3,V ugm-3 (TEOM FDMS)
31/03/2017,10:00:00,4.3,V ugm-3 (TEOM FDMS)
31/03/2017,11:00:00,3.4,V ugm-3 (TEOM FDMS)
31/03/2017,12:00:00,5.5,V ugm-3 (TEOM FDMS)
31/03/2017,13:00:00,5.4,V ugm-3 (TEOM FDMS)
31/03/2017,14:00:00,9.5,V ugm-3 (TEOM FDMS)
31/03/2017,15:00:00,5.6,V ugm-3 (TEOM FDMS)
31/03/2017,16:00:00,9,V ugm-3 (TEOM FDMS)
31/03/2017,17:00:00,12.2,V ugm-3 (TEOM FDMS)
31/03/2017,18:00:00,10.2,V ugm-3 (TEOM FDMS)
31/03/2017,19:00:00,8,V ugm-3 (TEOM FDMS)
31/03/2017,20:00:00,10,V ugm-3 (TEOM FDMS)
31/03/2017,21:00:00,10.2,V ugm-3 (TEOM FDMS)
31/03/2017,22:00:00,5.4,V ugm-3 (TEOM FDMS)
31/03/2017,23:00:00,5.1,V ugm-3 (TEOM FDMS)
31/03/2017,24:00:00,9.8,V ugm-3 (TEOM FDMS)
01/04/2017,01:00:00,6.3,V ugm-3 (TEOM FDMS)
01/04/2017,02:00:00,5.9,V ugm-3 (TEOM FDMS)
01/04/2017,03:00:00,7.6,V ugm-3 (TEOM FDMS)
01/04/2017,04:00:00,7.9,V ugm-3 (TEOM FDMS)
01/04/2017,05:00:00,9.8,V ugm-3 (TEOM FDMS)
01/04/2017,06:00:00,8.9,V ugm-3 (TEOM FDMS)
01/04/2017,07:00:00,12.2,V ugm-3 (TEOM FDMS)
01/04/2017,08:00:00,17,V ugm-3 (TEOM FDMS)
01/04/2017,09:00:00,13.7,V ugm-3 (TEOM FDMS)
01/04/2017,10:00:00,13.4,V ugm-3 (TEOM FDMS)
01/04/2017,11:00:00,19,V ugm-3 (TEOM FDMS)
01/04/2017,12:00:00,16.8,V ugm-3 (TEOM FDMS)
01/04/2017,13:00:00,13,V ugm-3 (TEOM FDMS)
01/04/2017,14:00:00,10.3,V ugm-3 (TEOM FDMS)
01/04/2017,15:00:00,6.6,V ugm-3 (TEOM FDMS)
01/04/2017,16:00:00,5.5,V ugm-3 (TEOM FDMS)
01/04/2017,17:00:00,5.8,V ugm-3 (TEOM FDMS)
01/04/2017,18:00:00,6.6,V ugm-3 (TEOM FDMS)
01/04/2017,19:00:00,5.6,V ugm-3 (TEOM FDMS)
01/04/2017,20:00:00,4.8,V ugm-3 (TEOM FDMS)
01/04/2017,21:00:00,4.9,V ugm-3 (TEOM FDMS)
01/04/2017,22:00:00,3.4,V ugm-3 (TEOM FDMS)
01/04/2017,23:00:00,3.5,V ugm-3 (TEOM FDMS)
01/04/2017,24:00:00,4.2,V ugm-3 (TEOM FDMS)
02/04/2017,01:00:00,4.4,V ugm-3 (TEOM FDMS)
02/04/2017,02:00:00,3.7,V ugm-3 (TEOM FDMS)
02/04/2017,03:00:00,4.8,V ugm-3 (TEOM FDMS)
02/04/2017,04:00:00,5.6,V ugm-3 (TEOM FDMS)
02/04/2017,05:00:00,6.8,V ugm-3 (TEOM FDMS)
02/04/2017,06:00:00,6.6,V ugm-3 (TEOM FDMS)
02/04/2017,07:00:00,7.2,V ugm-3 (TEOM FDMS)
02/04/2017,08:00:00,4.5,V ugm-3 (TEOM FDMS)
02/04/2017,09:00:00,7.7,V ugm-3 (TEOM FDMS)
02/04/2017,10:00:00,5.6,V ugm-3 (TEOM FDMS)
02/04/2017,11:00:00,5.3,V ugm-3 (TEOM FDMS)
02/04/2017,12:00:00,6.4,V ugm-3 (TEOM FDMS)
02/04/2017,13:00:00,3.7,V ugm-3 (TEOM FDMS)
02/04/2017,14:00:00,7.8,V ugm-3 (TEOM FDMS)
02/04/2017,15:00:00,7.8,V ugm-3 (TEOM FDMS)
02/04/2017,16:00:00,6,V ugm-3 (TEOM FDMS)
02/04/2017,17:00:00,8.3,V ugm-3 (TEOM FDMS)
02/04/2017,18:00:00,8.2,V ugm-3 (TEOM FDMS)
02/04/2017,19:00:00,8.4,V ugm-3 (TEOM FDMS)
02/04/2017,20:00:00,8.8,V ugm-3 (TEOM FDMS)
02/04/2017,21:00:00,5.4,V ugm-3 (TEOM FDMS)
02/04/2017,22:00:00,3.3,V ugm-3 (TEOM FDMS)
02/04/2017,23:00:00,5,V ugm-3 (TEOM FDMS)
02/04/2017,24:00:00,7.3,V ugm-3 (TEOM FDMS)
03/04/2017,01:00:00,6.8,V ugm-3 (TEOM FDMS)
03/04/2017,02:00:00,4.7,V ugm-3 (TEOM FDMS)
03/04/2017,03:00:00,2,V ugm-3 (TEOM FDMS)
03/04/2017,04:00:00,5.6,V ugm-3 (TEOM FDMS)
03/04/2017,05:00:00,7.3,V ugm-3 (TEOM FDMS)
03/04/2017,06:00:00,5.3,V ugm-3 (TEOM FDMS)
03/04/2017,07:00:00,6.7,V ugm-3 (TEOM FDMS)
03/04/2017,08:00:00,7.7,V ugm-3 (TEOM FDMS)
03/04/2017,09:00:00,8.4,V ugm-3 (TEOM FDMS)
03/04/2017,10:00:00,6.6,V ugm-3 (TEOM FDMS)
03/04/2017,11:00:00,7.7,V ugm-3 (TEOM FDMS)
03/04/2017,12:00:00,8.4,V ugm-3 (TEOM FDMS)
03/04/2017,13:00:00,11,V ugm-3 (TEOM FDMS)
03/04/2017,14:00:00,13.3,V ugm-3 (TEOM FDMS)
