Code,LocalAuthority,Year,Indicator,Numerator,Denominator
C&L01,Scottish Borders,2012-13,3.240316687,2637.116791,813847
C&L01,Scottish Borders,2013-14,4.271004214,3291.220285,770596
C&L01,Scottish Borders,2014-15,3.510090469,2821.283871,803766
C&L01,Scottish Borders,2015-16,3.60892837,2682.726865,743355
C&L01,Scottish Borders,2016-17,3.998524866,2935.974876,734266
C&L01,Scottish Borders,2017-18,4.128185758,3003.874582,727654
C&L01,Scottish Borders,2018-19,3.335578122,2777.111702,832575
C&L01,Scottish Borders,2019-20,2.565691796,2260.048978,880875
C&L01,Scottish Borders,2020-21,28.85596346,2131.600664,73870
C&L01,Scottish Borders,2021-22,3.76711017,1973.389126,523845
C&L01,Shetland Islands,2010-11,1.084478403,643.2964096,594858
C&L01,Shetland Islands,2011-12,1.312130183,756.341014,576424
C&L01,Shetland Islands,2012-13,1.712994567,973.4483461,568274
C&L01,Shetland Islands,2013-14,1.25993878,656.1499613,520779
C&L01,Shetland Islands,2014-15,1.213617414,622.223634,512703
C&L01,Shetland Islands,2015-16,1.353605665,686.9701089,507509
C&L01,Shetland Islands,2016-17,1.217520195,655.1718497,538121
C&L01,Shetland Islands,2017-18,0.766464266,481.4112942,628097
C&L01,Shetland Islands,2018-19,0.75817874,495.9128039,654086
C&L01,Shetland Islands,2019-20,0.772239013,489.1150774,633374
C&L01,Shetland Islands,2020-21,2.811075669,539.8276117,192035
C&L01,Shetland Islands,2021-22,0.971240376,580.5261176,597714
C&L01,South Ayrshire,2010-11,6.506870417,4896.200451,752829
C&L01,South Ayrshire,2011-12,6.684529467,4671.589441,698868
C&L01,South Ayrshire,2012-13,6.204719959,4491.19078,723836
C&L01,South Ayrshire,2013-14,6.868237627,4459.260287,649258
C&L01,South Ayrshire,2014-15,6.907285904,4647.700009,672871
C&L01,South Ayrshire,2015-16,5.516760031,3940.076481,714198
C&L01,South Ayrshire,2016-17,4.66602065,3546.425098,760055
C&L01,South Ayrshire,2017-18,3.455969462,3128.0743,905127
C&L01,South Ayrshire,2018-19,3.322946607,3008.897034,905493
C&L01,South Ayrshire,2019-20,4.21676266,3418.534905,810703
C&L01,South Ayrshire,2020-21,73.90899955,4492.063605,60778
C&L01,South Ayrshire,2021-22,7.407405169,2864.661582,386728
C&L01,South Lanarkshire,2010-11,4.633680449,13065.57191,2820195
C&L01,South Lanarkshire,2011-12,4.078816515,12942.77937,3173180
C&L01,South Lanarkshire,2012-13,2.778923394,9446.495075,3399343
C&L01,South Lanarkshire,2013-14,2.709377684,9489.743324,3502553
C&L01,South Lanarkshire,2014-15,2.530594098,8446.599571,3337802
