LocalAuthority,IndicatorCode,Year,IndicatorCash_LA,NumeratorCash_LA,DenominatorCash_LA
Shetland Islands,CORP01,2010-11,0.00,0.00,164526.00
Shetland Islands,CORP01,2011-12,0.08,13826.00,168062.00
Shetland Islands,CORP01,2012-13,0.02,3645.00,164301.00
Shetland Islands,CORP01,2013-14,0.05,6758.00,149089.00
Shetland Islands,CORP01,2014-15,0.05,7992.00,151802.00
Shetland Islands,CORP01,2015-16,0.05,7635.00,143615.00
Shetland Islands,CORP01,2016-17,0.02,3511.00,147552.00
Shetland Islands,CORP01,2017-18,0.02,3294.00,149820.00
Shetland Islands,CORP01,2018-19,0.01,2199.00,162173.00
Shetland Islands,CORP01,2019-20,0.01,2039.00,166798.00
Shetland Islands,CORP01,2020-21,0.01,2188.00,166427.00
Shetland Islands,CORP01,2021-22,0.01,2221.00,182151.00
Shetland Islands,CORP03b,2010-11,0.24,35.00,147.00
Shetland Islands,CORP03b,2011-12,0.21,30.00,141.00
Shetland Islands,CORP03b,2012-13,0.24,34.00,143.00
Shetland Islands,CORP03b,2013-14,0.24,31.00,129.00
Shetland Islands,CORP03b,2014-15,0.25,31.00,124.00
Shetland Islands,CORP03b,2015-16,0.23,29.00,126.00
Shetland Islands,CORP03b,2016-17,0.25,32.00,128.00
Shetland Islands,CORP03b,2017-18,0.27,34.00,128.00
Shetland Islands,CORP03b,2018-19,0.24,31.00,128.00
Shetland Islands,CORP03b,2019-20,0.34,45.00,133.00
Shetland Islands,CORP03b,2020-21,0.35,48.00,138.00
Shetland Islands,CORP03b,2021-22,0.39,78.00,200.00
Shetland Islands,CORP03b,2022-23,0.32,41.00,130.00
Shetland Islands,CORP03c,2015-16,0.10,14.34,12.92
Shetland Islands,CORP03c,2016-17,0.08,14.19,13.03
Shetland Islands,CORP03c,2017-18,0.08,14.57,13.34
Shetland Islands,CORP03c,2018-19,0.07,15.27,14.23
Shetland Islands,CORP03c,2019-20,0.06,15.21,14.31
Shetland Islands,CORP03c,2020-21,0.07,15.68,14.65
Shetland Islands,CORP03c,2021-22,0.07,16.26,15.19
Shetland Islands,CORP03c,2022-23,0.06,15.36,14.40
Shetland Islands,CORP04,2010-11,14.39,153621.00,10675.00
Shetland Islands,CORP04,2011-12,12.81,137773.00,10756.00
Shetland Islands,CORP04,2012-13,15.75,170238.00,10810.00
Shetland Islands,CORP04,2013-14,8.67,94367.00,10890.00
Shetland Islands,CORP04,2014-15,11.82,129912.00,10991.00
Shetland Islands,CORP04,2015-16,12.93,143152.00,11070.00
Shetland Islands,CORP04,2016-17,13.96,156000.00,11173.00
Shetland Islands,CORP04,2017-18,12.80,144108.00,11255.00
Shetland Islands,CORP04,2018-19,13.08,147841.00,11300.00
Shetland Islands,CORP04,2019-20,10.25,116546.00,11366.00
Shetland Islands,CORP04,2020-21,12.64,144500.00,11429.00
Shetland Islands,CORP04,2021-22,11.17,128324.00,11489.00
Shetland Islands,CORP04,2022-23,9.36,108239.00,11567.00
Shetland Islands,CORP06a,2010-11,6.15,2460.00,400.00
Shetland Islands,CORP06a,2011-12,6.68,2557.00,383.00
Shetland Islands,CORP06a,2012-13,5.82,2094.00,360.00
Shetland Islands,CORP06a,2013-14,5.70,1955.00,343.00
Shetland Islands,CORP06a,2014-15,7.56,2480.00,328.00
Shetland Islands,CORP06a,2015-16,6.22,2021.00,325.00
Shetland Islands,CORP06a,2016-17,5.12,1695.00,331.00
Shetland Islands,CORP06a,2017-18,7.30,2456.00,336.00
Shetland Islands,CORP06a,2018-19,6.51,2194.00,337.00
Shetland Islands,CORP06a,2019-20,5.48,1864.00,340.00
Shetland Islands,CORP06a,2020-21,3.77,1289.00,342.00
Shetland Islands,CORP06a,2021-22,4.59,1599.00,348.00
Shetland Islands,CORP06a,2022-23,6.51,2278.00,350.00
Shetland Islands,CORP06b,2010-11,12.23,27470.00,2247.00
Shetland Islands,CORP06b,2011-12,12.97,28464.00,2195.00
Shetland Islands,CORP06b,2012-13,12.15,25443.00,2094.00
Shetland Islands,CORP06b,2013-14,10.38,19978.00,1924.00
Shetland Islands,CORP06b,2014-15,12.22,21737.00,1779.00
Shetland Islands,CORP06b,2015-16,10.79,19161.00,1776.00
Shetland Islands,CORP06b,2016-17,9.01,16625.00,1846.00
Shetland Islands,CORP06b,2017-18,10.29,19096.00,1856.00
Shetland Islands,CORP06b,2018-19,11.69,21943.00,1876.00
Shetland Islands,CORP06b,2019-20,11.13,21186.00,1904.00
Shetland Islands,CORP06b,2020-21,8.56,16809.00,1963.00
Shetland Islands,CORP06b,2021-22,10.39,20424.00,1967.00
Shetland Islands,CORP06b,2022-23,12.81,24568.00,1918.00
Shetland Islands,CORP07,2010-11,0.96,7617948.00,7899977.00
Shetland Islands,CORP07,2011-12,0.97,7756547.00,8033710.00
Shetland Islands,CORP07,2012-13,0.96,7841476.00,8126724.00
Shetland Islands,CORP07,2013-14,0.97,7991755.00,8269614.00
Shetland Islands,CORP07,2014-15,0.97,8166956.00,8424263.00
Shetland Islands,CORP07,2015-16,0.97,8302252.00,8550208.00
Shetland Islands,CORP07,2016-17,0.97,8350741.00,8603689.00
Shetland Islands,CORP07,2017-18,0.97,8864494.00,9132063.00
Shetland Islands,CORP07,2018-19,0.97,9155002.00,9429397.00
Shetland Islands,CORP07,2019-20,0.97,9446146.00,9753377.00
Shetland Islands,CORP07,2020-21,0.97,9876263.00,10204859.00
Shetland Islands,CORP07,2021-22,0.97,10047871.00,10368249.00
Shetland Islands,CORP07,2022-23,0.98,10140155.00,10390567.00
Shetland Islands,CORP08,2010-11,0.85,56474.00,66086.00
Shetland Islands,CORP08,2011-12,0.82,53344.00,65117.00
Shetland Islands,CORP08,2012-13,0.85,55063.00,64888.00
Shetland Islands,CORP08,2013-14,0.85,46107.00,54232.00
Shetland Islands,CORP08,2014-15,0.85,44299.00,52204.00
Shetland Islands,CORP08,2015-16,0.87,44467.00,50924.00
Shetland Islands,CORP08,2016-17,0.90,48882.00,54163.00
Shetland Islands,CORP08,2017-18,0.91,49312.00,54302.00
Shetland Islands,CORP08,2018-19,0.92,50062.00,54636.00
Shetland Islands,CORP08,2019-20,0.92,50247.00,54698.00
Shetland Islands,CORP08,2020-21,0.90,40654.00,45394.00
Shetland Islands,CORP08,2021-22,0.90,50062.00,55489.00
Shetland Islands,CORP08,2022-23,0.90,50654.00,56582.00
Shetland Islands,CORP11,2013-14,0.56,33082.00,59492.00
Shetland Islands,CORP11,2014-15,0.48,41098.00,85902.00
Shetland Islands,CORP11,2015-16,0.53,54816.00,104295.00
Shetland Islands,CORP11,2016-17,0.62,58134.00,93594.00
Shetland Islands,CORP11,2017-18,0.97,87162.00,90234.00
Shetland Islands,CORP11,2018-19,1.16,79814.00,69071.00
Shetland Islands,CORP11,2019-20,1.28,84580.00,65998.00
Shetland Islands,CORP11,2020-21,0.61,70789.00,115211.00
Shetland Islands,CORP11,2021-22,1.00,114298.00,113896.00
Shetland Islands,CORP11,2022-23,1.08,80569.00,74389.00
Shetland Islands,CORP12,2017-18,0.99,149461.00,151069.00
Shetland Islands,CORP12,2018-19,1.06,151707.00,143572.00
Shetland Islands,CORP12,2019-20,1.00,162531.00,162568.00
Shetland Islands,CORP12,2020-21,0.91,182942.00,201253.00
Shetland Islands,CORP12,2021-22,0.84,183337.00,217477.68
Shetland Islands,CORP12,2022-23,0.82,183871.00,225351.00
Shetland Islands,CORP-ASSET01,2010-11,0.70,93.00,132.00
Shetland Islands,CORP-ASSET01,2011-12,0.72,109.00,151.00
Shetland Islands,CORP-ASSET01,2012-13,0.77,148.00,192.00
Shetland Islands,CORP-ASSET01,2013-14,0.82,137.00,168.00
Shetland Islands,CORP-ASSET01,2014-15,0.82,131.00,160.00
Shetland Islands,CORP-ASSET01,2015-16,0.82,130.00,158.00
Shetland Islands,CORP-ASSET01,2016-17,0.83,132.00,160.00
Shetland Islands,CORP-ASSET01,2017-18,0.85,113.00,133.00
Shetland Islands,CORP-ASSET01,2018-19,0.91,133.00,146.00
Shetland Islands,CORP-ASSET01,2019-20,0.93,132.00,142.00
Shetland Islands,CORP-ASSET01,2020-21,0.93,131.00,141.00
Shetland Islands,CORP-ASSET01,2021-22,0.92,137.00,149.00
Shetland Islands,CORP-ASSET01,2022-23,0.91,110.00,121.00
Shetland Islands,CORP-ASSET02,2010-11,0.91,111153.00,122562.00
Shetland Islands,CORP-ASSET02,2011-12,0.94,119866.00,127419.00
Shetland Islands,CORP-ASSET02,2012-13,0.98,128327.00,131038.00
Shetland Islands,CORP-ASSET02,2013-14,0.87,114094.00,130476.00
Shetland Islands,CORP-ASSET02,2014-15,0.84,106281.00,126421.00
Shetland Islands,CORP-ASSET02,2015-16,0.84,105042.00,125173.00
Shetland Islands,CORP-ASSET02,2016-17,0.83,105043.00,126100.00
Shetland Islands,CORP-ASSET02,2017-18,0.99,123587.00,124972.00
Shetland Islands,CORP-ASSET02,2018-19,0.85,129729.00,152838.00
Shetland Islands,CORP-ASSET02,2019-20,1.00,128519.00,128888.00
Shetland Islands,CORP-ASSET02,2020-21,1.00,127678.00,128046.00
Shetland Islands,CORP-ASSET02,2021-22,1.00,122571.00,122571.00
Shetland Islands,CORP-ASSET02,2022-23,1.00,118963.00,119368.00
Shetland Islands,ECON01,2012-13,0.02,9.00,400.00
Shetland Islands,ECON01,2013-14,,,400.00
Shetland Islands,ECON01,2014-15,,,300.00
Shetland Islands,ECON01,2015-16,0.07,28.00,400.00
Shetland Islands,ECON01,2016-17,0.14,41.00,300.00
Shetland Islands,ECON01,2017-18,,,300.00
Shetland Islands,ECON01,2018-19,,,300.00
Shetland Islands,ECON01,2019-20,0.07,13.00,200.00
Shetland Islands,ECON01,2020-21,0.02,7.00,400.00
Shetland Islands,ECON01,2021-22,0.43,130.00,300.00
Shetland Islands,ECON02,2010-11,3784.21,1438.00,380.00
Shetland Islands,ECON02,2011-12,4136.90,1390.00,336.00
Shetland Islands,ECON02,2012-13,5426.57,1552.00,286.00
Shetland Islands,ECON02,2013-14,2320.22,826.00,356.00
Shetland Islands,ECON02,2014-15,3704.08,1089.00,294.00
Shetland Islands,ECON02,2015-16,4642.17,1453.00,313.00
Shetland Islands,ECON02,2016-17,5570.49,1699.00,305.00
Shetland Islands,ECON02,2017-18,6794.24,1651.00,243.00
Shetland Islands,ECON02,2018-19,8009.35,1714.00,214.00
Shetland Islands,ECON02,2019-20,6143.91,1665.00,271.00
Shetland Islands,ECON02,2020-21,10488.37,1804.00,172.00
Shetland Islands,ECON02,2021-22,7661.16,1854.00,242.00
Shetland Islands,ECON03,2012-13,10.51,,
Shetland Islands,ECON03,2013-14,11.00,,
Shetland Islands,ECON03,2014-15,9.30,,
Shetland Islands,ECON03,2015-16,13.21,,
Shetland Islands,ECON03,2016-17,14.69,,
Shetland Islands,ECON03,2017-18,12.67,,
Shetland Islands,ECON03,2018-19,12.64,,
Shetland Islands,ECON03,2019-20,14.99,,
Shetland Islands,ECON03,2020-21,20.68,,
Shetland Islands,ECON03,2021-22,19.49,,
Shetland Islands,ECON03,2022-23,10.95,,
Shetland Islands,ECON04,2010-11,0.47,,
Shetland Islands,ECON04,2011-12,0.53,,
Shetland Islands,ECON04,2012-13,0.63,,
Shetland Islands,ECON04,2013-14,0.59,,
Shetland Islands,ECON04,2014-15,0.54,,
Shetland Islands,ECON04,2015-16,0.52,,
Shetland Islands,ECON04,2016-17,0.41,,
Shetland Islands,ECON04,2017-18,0.54,,
Shetland Islands,ECON04,2018-19,0.49,,
Shetland Islands,ECON04,2019-20,0.45,,
Shetland Islands,ECON04,2020-21,0.49,,
Shetland Islands,ECON04,2021-22,0.52,,
Shetland Islands,ECON06,2010-11,428437.50,9597.00,22400.00
Shetland Islands,ECON06,2011-12,461644.44,10387.00,22500.00
Shetland Islands,ECON06,2012-13,438259.37,10172.00,23210.00
Shetland Islands,ECON06,2013-14,301379.31,6992.00,23200.00
Shetland Islands,ECON06,2014-15,154627.64,3592.00,23230.00
Shetland Islands,ECON06,2015-16,173017.24,4014.00,23200.00
Shetland Islands,ECON06,2016-17,145258.62,3370.00,23200.00
Shetland Islands,ECON06,2017-18,149176.78,3443.00,23080.00
Shetland Islands,ECON06,2018-19,187081.34,4301.00,22990.00
Shetland Islands,ECON06,2019-20,865314.14,19833.00,22920.00
Shetland Islands,ECON06,2020-21,226016.62,5169.00,22870.00
Shetland Islands,ECON06,2021-22,329206.63,7552.00,22940.00
Shetland Islands,ECON08,2013-14,0.00,,
Shetland Islands,ECON08,2014-15,0.30,,
Shetland Islands,ECON08,2015-16,0.54,,
Shetland Islands,ECON08,2016-17,0.68,,
Shetland Islands,ECON08,2017-18,0.70,,
Shetland Islands,ECON08,2018-19,0.69,,
Shetland Islands,ECON08,2019-20,0.73,,
Shetland Islands,ECON08,2020-21,0.75,,
Shetland Islands,ECON08,2021-22,0.71,,
Shetland Islands,ECON08,2022-23,0.75,,
Shetland Islands,ECON09,2014-15,0.05,,
Shetland Islands,ECON09,2018-19,0.05,,
Shetland Islands,ECON09,2019-20,0.06,,
Shetland Islands,ECON09,2020-21,0.06,,
Shetland Islands,ECON09,2021-22,0.06,,
Shetland Islands,ECON10,2018-19,0.91,,
Shetland Islands,ECON10,2019-20,0.88,,
Shetland Islands,ECON10,2020-21,0.94,,
Shetland Islands,ECON10,2021-22,0.94,,
Shetland Islands,ECON11,2010-11,33044.23,,
Shetland Islands,ECON11,2011-12,34165.23,,
Shetland Islands,ECON11,2012-13,33606.20,,
Shetland Islands,ECON11,2013-14,34956.90,,
Shetland Islands,ECON11,2014-15,37553.83,,
Shetland Islands,ECON11,2015-16,34439.66,,
Shetland Islands,ECON11,2016-17,33318.97,,
Shetland Islands,ECON11,2017-18,34445.41,,
Shetland Islands,ECON11,2018-19,34101.78,,
Shetland Islands,ECON11,2019-20,35340.31,,
Shetland Islands,ECON11,2020-21,31657.19,,
Shetland Islands,ECON11,2021-22,33653.01,,
Shetland Islands,ENV01a,2012-13,144.16,1559.00,10814.00
Shetland Islands,ENV01a,2013-14,128.72,1392.00,10814.00
Shetland Islands,ENV01a,2014-15,44.18,503.00,11386.00
Shetland Islands,ENV01a,2015-16,36.56,428.00,11706.00
Shetland Islands,ENV01a,2016-17,48.04,557.00,11595.00
Shetland Islands,ENV01a,2017-18,48.30,566.00,11718.00
Shetland Islands,ENV01a,2018-19,58.05,677.00,11662.00
Shetland Islands,ENV01a,2019-20,74.85,886.00,11837.00
Shetland Islands,ENV01a,2020-21,62.03,757.00,12204.00
Shetland Islands,ENV01a,2021-22,72.51,889.00,12261.00
Shetland Islands,ENV02a,2012-13,58.35,631.00,10814.00
Shetland Islands,ENV02a,2013-14,16.83,182.00,10814.00
Shetland Islands,ENV02a,2014-15,14.58,166.00,11386.00
Shetland Islands,ENV02a,2015-16,52.28,612.00,11706.00
Shetland Islands,ENV02a,2016-17,69.43,805.00,11595.00
Shetland Islands,ENV02a,2017-18,74.24,870.00,11718.00
Shetland Islands,ENV02a,2018-19,47.33,552.00,11662.00
Shetland Islands,ENV02a,2019-20,74.17,878.00,11837.00
Shetland Islands,ENV02a,2020-21,53.10,648.00,12204.00
Shetland Islands,ENV02a,2021-22,86.94,1066.00,12261.00
Shetland Islands,ENV03a,2010-11,22857.14,512.00,22400.00
Shetland Islands,ENV03a,2011-12,17733.33,399.00,22500.00
Shetland Islands,ENV03a,2012-13,16587.68,385.00,23210.00
Shetland Islands,ENV03a,2013-14,15689.66,364.00,23200.00
Shetland Islands,ENV03a,2014-15,12957.38,301.00,23230.00
Shetland Islands,ENV03a,2015-16,12456.90,289.00,23200.00
Shetland Islands,ENV03a,2016-17,11250.00,261.00,23200.00
Shetland Islands,ENV03a,2017-18,11351.82,262.00,23080.00
Shetland Islands,ENV03a,2018-19,10961.29,252.00,22990.00
Shetland Islands,ENV03a,2019-20,12609.08,289.00,22920.00
Shetland Islands,ENV03a,2020-21,10450.37,239.00,22870.00
Shetland Islands,ENV03a,2021-22,15082.82,346.00,22940.00
Shetland Islands,ENV03c,2010-11,0.94,,
Shetland Islands,ENV03c,2011-12,0.95,,
Shetland Islands,ENV03c,2012-13,0.97,,
Shetland Islands,ENV03c,2013-14,0.98,,
Shetland Islands,ENV03c,2014-15,0.88,,
Shetland Islands,ENV03c,2015-16,0.96,,
Shetland Islands,ENV03c,2016-17,0.96,,
Shetland Islands,ENV03c,2017-18,0.94,,
Shetland Islands,ENV03c,2018-19,0.96,,
Shetland Islands,ENV03c,2019-20,0.95,,
Shetland Islands,ENV03c,2020-21,0.97,,
Shetland Islands,ENV03c,2021-22,0.95,,
Shetland Islands,ENV03c,2022-23,0.97,,
Shetland Islands,ENV04a,2010-11,8210.63,8654.00,1054.00
Shetland Islands,ENV04a,2011-12,11688.64,12321.00,1054.10
Shetland Islands,ENV04a,2012-13,4968.23,5238.00,1054.30
Shetland Islands,ENV04a,2013-14,4331.37,4544.00,1049.09
Shetland Islands,ENV04a,2014-15,4975.32,5221.00,1049.38
Shetland Islands,ENV04a,2015-16,5899.06,6189.00,1049.15
Shetland Islands,ENV04a,2016-17,6251.73,6563.00,1049.79
Shetland Islands,ENV04a,2017-18,5675.41,5961.00,1050.32
Shetland Islands,ENV04a,2018-19,7088.64,7443.00,1049.99
Shetland Islands,ENV04a,2019-20,6183.13,6496.00,1050.60
Shetland Islands,ENV04a,2020-21,5695.36,5984.00,1050.68
Shetland Islands,ENV04a,2021-22,7317.05,7696.00,1051.79
Shetland Islands,ENV04b,2009-11,0.25,,
Shetland Islands,ENV04b,2010-12,0.26,,
Shetland Islands,ENV04b,2011-13,0.25,,
Shetland Islands,ENV04b,2012-14,0.21,,
Shetland Islands,ENV04b,2013-15,0.21,,
Shetland Islands,ENV04b,2014-16,0.21,,
Shetland Islands,ENV04b,2015-17,0.20,,
Shetland Islands,ENV04b,2016-18,0.19,,
Shetland Islands,ENV04b,2017-19,0.17,,
Shetland Islands,ENV04b,2018-20,0.16,,
Shetland Islands,ENV04b,2019-21,0.16,,
Shetland Islands,ENV04b,2020-22,0.15,,
Shetland Islands,ENV04b,2021-23,0.13,,
Shetland Islands,ENV04c,2009-11,0.38,,
Shetland Islands,ENV04c,2010-12,0.42,,
Shetland Islands,ENV04c,2011-13,0.40,,
Shetland Islands,ENV04c,2012-14,0.38,,
Shetland Islands,ENV04c,2013-15,0.39,,
Shetland Islands,ENV04c,2014-16,0.34,,
Shetland Islands,ENV04c,2015-17,0.34,,
Shetland Islands,ENV04c,2016-18,0.34,,
Shetland Islands,ENV04c,2017-19,0.36,,
Shetland Islands,ENV04c,2018-20,0.36,,
Shetland Islands,ENV04c,2019-21,0.35,,
Shetland Islands,ENV04c,2020-22,0.32,,
Shetland Islands,ENV04c,2021-23,0.28,,
Shetland Islands,ENV04d,2009-11,0.39,,
Shetland Islands,ENV04d,2010-12,0.41,,
Shetland Islands,ENV04d,2011-13,0.40,,
Shetland Islands,ENV04d,2012-14,0.38,,
Shetland Islands,ENV04d,2013-15,0.38,,
Shetland Islands,ENV04d,2014-16,0.35,,
Shetland Islands,ENV04d,2015-17,0.32,,
Shetland Islands,ENV04d,2016-18,0.31,,
Shetland Islands,ENV04d,2017-19,0.33,,
Shetland Islands,ENV04d,2018-20,0.33,,
Shetland Islands,ENV04d,2019-21,0.32,,
Shetland Islands,ENV04d,2020-22,0.32,,
Shetland Islands,ENV04d,2021-23,0.30,,
Shetland Islands,ENV04e,2007-11,0.51,,
Shetland Islands,ENV04e,2008-12,0.54,,
Shetland Islands,ENV04e,2009-13,0.53,,
Shetland Islands,ENV04e,2010-14,0.54,,
Shetland Islands,ENV04e,2011-15,0.55,,
Shetland Islands,ENV04e,2012-16,0.51,,
Shetland Islands,ENV04e,2013-17,0.50,,
Shetland Islands,ENV04e,2014-18,0.46,,
Shetland Islands,ENV04e,2015-19,0.47,,
Shetland Islands,ENV04e,2016-20,0.46,,
Shetland Islands,ENV04e,2017-21,0.45,,
Shetland Islands,ENV04e,2018-22,0.45,,
Shetland Islands,ENV05,2010-11,72812.50,1631.00,22400.00
Shetland Islands,ENV05,2011-12,81777.78,1840.00,22500.00
Shetland Islands,ENV05,2012-13,88711.76,2059.00,23210.00
Shetland Islands,ENV05,2013-14,33965.52,788.00,23200.00
Shetland Islands,ENV05,2014-15,32587.17,757.00,23230.00
Shetland Islands,ENV05,2015-16,39698.28,921.00,23200.00
Shetland Islands,ENV05,2016-17,46594.83,1081.00,23200.00
Shetland Islands,ENV05,2017-18,52989.60,1223.00,23080.00
Shetland Islands,ENV05,2018-19,44628.10,1026.00,22990.00
Shetland Islands,ENV05,2019-20,45680.63,1047.00,22920.00
Shetland Islands,ENV05,2020-21,51858.33,1186.00,22870.00
Shetland Islands,ENV05,2021-22,57802.96,1326.00,22940.00
Shetland Islands,ENV05a,2012-13,14000.00,325.00,23210.00
Shetland Islands,ENV05a,2013-14,10430.00,242.00,23200.00
Shetland Islands,ENV05a,2014-15,10370.00,241.00,23230.00
Shetland Islands,ENV05a,2015-16,11850.00,275.00,23200.00
Shetland Islands,ENV05a,2016-17,15820.00,367.00,23200.00
Shetland Islands,ENV05a,2017-18,17550.00,405.00,23080.00
Shetland Islands,ENV05a,2018-19,14350.00,330.00,22990.00
Shetland Islands,ENV05a,2019-20,14090.00,323.00,22920.00
Shetland Islands,ENV05a,2020-21,14390.00,329.00,22870.00
Shetland Islands,ENV05a,2021-22,15910.00,365.00,22940.00
Shetland Islands,ENV05b,2012-13,74709.20,1734.00,23210.00
Shetland Islands,ENV05b,2013-14,23534.50,546.00,23200.00
Shetland Islands,ENV05b,2014-15,22212.70,516.00,23230.00
Shetland Islands,ENV05b,2015-16,27844.80,646.00,23200.00
Shetland Islands,ENV05b,2016-17,30775.90,714.00,23200.00
Shetland Islands,ENV05b,2017-18,35441.90,818.00,23080.00
Shetland Islands,ENV05b,2018-19,30274.00,696.00,22990.00
Shetland Islands,ENV05b,2019-20,31588.10,724.00,22920.00
Shetland Islands,ENV05b,2020-21,37472.70,857.00,22870.00
Shetland Islands,ENV05b,2021-22,41891.90,961.00,22940.00
Shetland Islands,ENV06,2010-11,0.18,,
Shetland Islands,ENV06,2011-12,0.17,,
Shetland Islands,ENV06,2012-13,0.13,,
Shetland Islands,ENV06,2013-14,0.12,,
Shetland Islands,ENV06,2014-15,0.09,,
Shetland Islands,ENV06,2015-16,0.09,,
Shetland Islands,ENV06,2016-17,0.08,,
Shetland Islands,ENV06,2017-18,0.08,,
Shetland Islands,ENV06,2018-19,0.11,,
Shetland Islands,ENV06,2019-20,0.17,,
Shetland Islands,ENV06,2020-21,0.18,,
Shetland Islands,ENV06,2021-22,0.17,,
Shetland Islands,ENV07a,2010-14,0.95,,
Shetland Islands,ENV07a,2012-15,0.94,,
Shetland Islands,ENV07a,2013-16,0.93,,
Shetland Islands,ENV07a,2014-17,0.93,,
Shetland Islands,ENV07a,2015-18,0.92,,
Shetland Islands,ENV07a,2016-19,0.90,,
Shetland Islands,ENV07a,2017-20,0.87,,
Shetland Islands,ENV07a,2018-21,0.87,,
Shetland Islands,ENV07a,2019-22,0.88,,
Shetland Islands,ENV07b,2010-14,0.83,,
Shetland Islands,ENV07b,2012-15,0.80,,
Shetland Islands,ENV07b,2013-16,0.73,,
Shetland Islands,ENV07b,2014-17,0.73,,
Shetland Islands,ENV07b,2015-18,0.72,,
Shetland Islands,ENV07b,2016-19,0.74,,
Shetland Islands,ENV07b,2017-20,0.73,,
Shetland Islands,ENV07b,2018-21,0.74,,
Shetland Islands,ENV07b,2019-22,0.77,,
Shetland Islands,FINSUS01,2013-14,2.03,,
Shetland Islands,FINSUS01,2014-15,2.26,,
Shetland Islands,FINSUS01,2015-16,2.35,,
Shetland Islands,FINSUS01,2016-17,2.47,,
Shetland Islands,FINSUS01,2017-18,2.47,,
Shetland Islands,FINSUS01,2018-19,3.76,,
Shetland Islands,FINSUS01,2019-20,3.09,,
Shetland Islands,FINSUS01,2020-21,3.75,,
Shetland Islands,FINSUS01,2021-22,3.64,,
Shetland Islands,FINSUS02,2013-14,0.11,,
Shetland Islands,FINSUS02,2014-15,0.11,,
Shetland Islands,FINSUS02,2015-16,0.12,,
Shetland Islands,FINSUS02,2016-17,0.25,,
Shetland Islands,FINSUS02,2017-18,0.23,,
Shetland Islands,FINSUS02,2018-19,0.25,,
Shetland Islands,FINSUS02,2019-20,0.30,,
Shetland Islands,FINSUS02,2020-21,0.16,,
Shetland Islands,FINSUS02,2021-22,0.21,,
Shetland Islands,FINSUS03,2015-16,0.01,,
Shetland Islands,FINSUS03,2016-17,0.01,,
Shetland Islands,FINSUS03,2017-18,0.03,,
Shetland Islands,FINSUS03,2018-19,0.05,,
Shetland Islands,FINSUS03,2019-20,0.04,,
Shetland Islands,FINSUS03,2020-21,0.04,,
Shetland Islands,FINSUS03,2021-22,0.05,,
Shetland Islands,FINSUS04,2015-16,0.25,,
Shetland Islands,FINSUS04,2016-17,0.23,,
Shetland Islands,FINSUS04,2017-18,0.18,,
Shetland Islands,FINSUS04,2018-19,0.18,,
Shetland Islands,FINSUS04,2019-20,0.18,,
Shetland Islands,FINSUS04,2020-21,0.17,,
Shetland Islands,FINSUS04,2021-22,0.16,,
Shetland Islands,FINSUS05,2013-14,0.92,108892.00,118544.00
Shetland Islands,FINSUS05,2014-15,0.91,98150.00,107956.00
Shetland Islands,FINSUS05,2015-16,0.91,97392.00,106447.00
Shetland Islands,FINSUS05,2016-17,0.92,93885.00,101553.00
Shetland Islands,FINSUS05,2017-18,0.93,96618.00,103969.00
