LocalAuthority,IndicatorCode,Year,IndicatorCash_LA,NumeratorCash_LA,DenominatorCash_LA
Scottish Borders,ENV05b,2019-20,11626.70,1343.00,115510.00
Scottish Borders,ENV05b,2020-21,11792.80,1359.00,115240.00
Scottish Borders,ENV05b,2021-22,12911.60,1498.00,116020.00
Scottish Borders,ENV06,2010-11,0.40,,
Scottish Borders,ENV06,2011-12,0.46,,
Scottish Borders,ENV06,2012-13,0.43,,
Scottish Borders,ENV06,2013-14,0.41,,
Scottish Borders,ENV06,2014-15,0.37,,
Scottish Borders,ENV06,2015-16,0.37,,
Scottish Borders,ENV06,2016-17,0.39,,
Scottish Borders,ENV06,2017-18,0.40,,
Scottish Borders,ENV06,2018-19,0.39,,
Scottish Borders,ENV06,2019-20,0.49,,
Scottish Borders,ENV06,2020-21,0.53,,
Scottish Borders,ENV06,2021-22,0.55,,
Scottish Borders,ENV07a,2010-14,0.87,,
Scottish Borders,ENV07a,2012-15,0.83,,
Scottish Borders,ENV07a,2013-16,0.81,,
Scottish Borders,ENV07a,2014-17,0.79,,
Scottish Borders,ENV07a,2015-18,0.80,,
Scottish Borders,ENV07a,2016-19,0.78,,
Scottish Borders,ENV07a,2017-20,0.80,,
Scottish Borders,ENV07a,2018-21,0.80,,
Scottish Borders,ENV07a,2019-22,0.82,,
Scottish Borders,ENV07b,2010-14,0.76,,
Scottish Borders,ENV07b,2012-15,0.73,,
Scottish Borders,ENV07b,2013-16,0.72,,
Scottish Borders,ENV07b,2014-17,0.69,,
Scottish Borders,ENV07b,2015-18,0.68,,
Scottish Borders,ENV07b,2016-19,0.66,,
Scottish Borders,ENV07b,2017-20,0.66,,
Scottish Borders,ENV07b,2018-21,0.61,,
Scottish Borders,ENV07b,2019-22,0.60,,
Scottish Borders,FINSUS01,2013-14,0.10,,
Scottish Borders,FINSUS01,2014-15,0.11,,
Scottish Borders,FINSUS01,2015-16,0.12,,
Scottish Borders,FINSUS01,2016-17,0.10,,
Scottish Borders,FINSUS01,2017-18,0.11,,
Scottish Borders,FINSUS01,2018-19,0.10,,
Scottish Borders,FINSUS01,2019-20,0.11,,
Scottish Borders,FINSUS01,2020-21,0.16,,
Scottish Borders,FINSUS01,2021-22,0.22,,
Scottish Borders,FINSUS02,2013-14,0.05,,
Scottish Borders,FINSUS02,2014-15,0.04,,
Scottish Borders,FINSUS02,2015-16,0.04,,
Scottish Borders,FINSUS02,2016-17,0.04,,
Scottish Borders,FINSUS02,2017-18,0.03,,
Scottish Borders,FINSUS02,2018-19,0.03,,
Scottish Borders,FINSUS02,2019-20,0.03,,
Scottish Borders,FINSUS02,2020-21,0.03,,
Scottish Borders,FINSUS02,2021-22,0.03,,
Scottish Borders,FINSUS03,2013-14,0.09,,
Scottish Borders,FINSUS03,2014-15,0.09,,
Scottish Borders,FINSUS03,2015-16,0.09,,
Scottish Borders,FINSUS03,2016-17,0.09,,
Scottish Borders,FINSUS03,2017-18,0.09,,
Scottish Borders,FINSUS03,2018-19,0.10,,
Scottish Borders,FINSUS03,2019-20,0.09,,
Scottish Borders,FINSUS03,2020-21,0.09,,
Scottish Borders,FINSUS03,2021-22,0.09,,
Scottish Borders,FINSUS05,2013-14,1.00,254559.00,255271.00
Scottish Borders,FINSUS05,2014-15,1.00,257707.00,258925.00
Scottish Borders,FINSUS05,2015-16,1.00,260225.00,260850.00
Scottish Borders,FINSUS05,2016-17,1.00,261550.00,262449.00
Scottish Borders,FINSUS05,2017-18,0.99,254207.00,255502.00
Scottish Borders,FINSUS05,2018-19,0.99,257473.00,259043.00
Scottish Borders,FINSUS05,2019-20,0.99,263267.00,265256.00
Scottish Borders,FINSUS05,2020-21,0.99,275643.00,278378.00
Scottish Borders,FINSUS05,2021-22,0.98,289604.00,294731.00
Scottish Borders,SW01,2010-11,19.81,453292.84,8978.00
Scottish Borders,SW01,2011-12,16.31,483821.52,7889.00
Scottish Borders,SW01,2012-13,16.99,454743.12,7725.00
Scottish Borders,SW01,2013-14,17.85,427060.40,7624.00
Scottish Borders,SW01,2014-15,19.33,394001.92,7616.00
Scottish Borders,SW01,2015-16,19.89,394393.48,7844.00
Scottish Borders,SW01,2016-17,22.99,367815.76,8456.00
Scottish Borders,SW01,2017-18,21.86,390936.00,8547.00
Scottish Borders,SW01,2018-19,24.25,390936.00,9482.00
Scottish Borders,SW01,2019-20,20.03,520619.71,10429.00
Scottish Borders,SW01,2020-21,19.81,500983.21,9924.00
Scottish Borders,SW01,2021-22,26.15,496033.56,12973.00
Scottish Borders,SW02,2010-11,0.04,2399.00,64592.00
Scottish Borders,SW02,2011-12,0.03,2135.00,63808.00
Scottish Borders,SW02,2012-13,0.03,2140.00,63637.00
Scottish Borders,SW02,2013-14,0.05,2911.00,64413.00
Scottish Borders,SW02,2014-15,0.06,3803.00,63311.00
Scottish Borders,SW02,2015-16,0.06,3615.00,64966.00
Scottish Borders,SW02,2016-17,0.21,14087.00,67966.00
Scottish Borders,SW02,2017-18,0.07,4826.00,71504.00
Scottish Borders,SW02,2018-19,0.07,5098.00,77210.00
Scottish Borders,SW02,2019-20,0.07,5372.00,79037.00
Scottish Borders,SW02,2020-21,0.07,5812.00,86331.00
Scottish Borders,SW02,2021-22,0.08,6435.00,84936.00
Scottish Borders,SW03a,2010-11,0.62,,
Scottish Borders,SW03a,2011-12,0.64,,
Scottish Borders,SW03a,2012-13,0.66,,
Scottish Borders,SW03a,2013-14,0.65,,
Scottish Borders,SW03a,2014-15,0.63,,
Scottish Borders,SW03a,2015-16,0.63,,
Scottish Borders,SW03a,2016-17,0.61,,
Scottish Borders,SW03a,2017-18,0.64,,
Scottish Borders,SW03a,2018-19,0.64,,
Scottish Borders,SW03a,2019-20,0.64,,
Scottish Borders,SW03a,2020-21,0.64,,
Scottish Borders,SW03a,2021-22,0.65,,
Scottish Borders,SW03a,2022-23,0.62,,
Scottish Borders,SW04b,2013-14,0.83,,
Scottish Borders,SW04b,2015-16,0.87,,
Scottish Borders,SW04b,2017-18,0.80,,
Scottish Borders,SW04b,2019-20,0.80,,
Scottish Borders,SW04b,2021-22,0.71,,
Scottish Borders,SW04c,2013-14,0.79,,
Scottish Borders,SW04c,2015-16,0.85,,
Scottish Borders,SW04c,2017-18,0.83,,
Scottish Borders,SW04c,2019-20,0.81,,
Scottish Borders,SW04c,2021-22,0.73,,
Scottish Borders,SW04d,2013-14,0.80,,
Scottish Borders,SW04d,2015-16,0.84,,
Scottish Borders,SW04d,2017-18,0.74,,
Scottish Borders,SW04d,2019-20,0.70,,
Scottish Borders,SW04d,2021-22,0.63,,
Scottish Borders,SW04e,2013-14,0.41,,
Scottish Borders,SW04e,2015-16,0.41,,
Scottish Borders,SW04e,2017-18,0.36,,
Scottish Borders,SW04e,2019-20,0.32,,
Scottish Borders,SW04e,2021-22,0.29,,
Scottish Borders,SW05,2010-11,346.37,12608.00,700.00
Scottish Borders,SW05,2011-12,167.68,5929.00,680.00
Scottish Borders,SW05,2012-13,472.49,15233.00,620.00
Scottish Borders,SW05,2013-14,385.08,13216.00,660.00
Scottish Borders,SW05,2014-15,418.11,14132.00,650.00
Scottish Borders,SW05,2015-16,499.17,17391.00,670.00
Scottish Borders,SW05,2016-17,471.63,16677.00,680.00
Scottish Borders,SW05,2017-18,449.29,15186.00,650.00
Scottish Borders,SW05,2018-19,442.48,15416.00,670.00
Scottish Borders,SW05,2019-20,392.81,13634.47,667.50
Scottish Borders,SW05,2020-21,549.55,18003.35,630.00
Scottish Borders,SW05,2021-22,658.51,21059.00,615.00
Scottish Borders,SW06,2010-11,99.93,2131.00,21325.00
Scottish Borders,SW06,2011-12,101.31,2272.00,22427.00
Scottish Borders,SW06,2012-13,103.84,2316.00,22304.00
Scottish Borders,SW06,2013-14,110.17,2614.00,23728.00
Scottish Borders,SW06,2014-15,104.79,2564.00,24469.00
Scottish Borders,SW06,2015-16,106.86,2709.00,25352.00
Scottish Borders,SW06,2016-17,101.64,2353.00,23150.00
Scottish Borders,SW06,2017-18,104.97,2300.00,21910.00
Scottish Borders,SW06,2018-19,108.80,2257.00,20744.00
Scottish Borders,SW06,2019-20,106.62,2197.00,20606.00
Scottish Borders,SW06,2020-21,119.57,1688.00,14117.00
Scottish Borders,SW06,2021-22,96.65,1582.00,16368.00
Scottish Borders,SW06,2022-23,113.77,1932.00,16981.00
Scottish Borders,SW07,2011-12,0.80,,
Scottish Borders,SW07,2012-13,0.69,,
Scottish Borders,SW07,2013-14,0.66,,
Scottish Borders,SW07,2014-15,0.74,,
Scottish Borders,SW07,2015-16,0.75,,
Scottish Borders,SW07,2016-17,0.75,,
Scottish Borders,SW07,2017-18,0.81,,
Scottish Borders,SW07,2018-19,0.79,,
Scottish Borders,SW07,2019-20,0.86,,
Scottish Borders,SW07,2020-21,0.90,,
Scottish Borders,SW07,2021-22,0.78,,
Scottish Borders,SW07,2022-23,0.81,,
Shetland Islands,C&L01,2010-11,0.88,522.00,594858.00
Shetland Islands,C&L01,2011-12,1.08,623.00,576424.00
Shetland Islands,C&L01,2012-13,1.44,818.00,568274.00
Shetland Islands,C&L01,2013-14,1.08,564.00,520779.00
Shetland Islands,C&L01,2014-15,1.06,541.00,512703.00
Shetland Islands,C&L01,2015-16,1.18,601.00,507509.00
Shetland Islands,C&L01,2016-17,1.09,586.00,538121.00
Shetland Islands,C&L01,2017-18,0.70,438.00,628097.00
Shetland Islands,C&L01,2018-19,0.70,460.00,654086.00
Shetland Islands,C&L01,2019-20,0.73,464.00,633374.00
Shetland Islands,C&L01,2020-21,2.74,526.00,192035.00
Shetland Islands,C&L01,2021-22,0.97,581.00,597714.00
Shetland Islands,C&L02,2010-11,6.30,1109.00,175907.00
Shetland Islands,C&L02,2011-12,4.54,1020.00,224901.00
Shetland Islands,C&L02,2012-13,4.67,988.00,211542.00
Shetland Islands,C&L02,2013-14,3.97,853.00,214930.00
Shetland Islands,C&L02,2014-15,4.59,913.00,198814.00
Shetland Islands,C&L02,2015-16,4.47,869.00,194497.00
Shetland Islands,C&L02,2016-17,4.45,879.00,197504.00
Shetland Islands,C&L02,2017-18,3.75,775.00,206808.00
Shetland Islands,C&L02,2018-19,1.81,844.00,465591.00
Shetland Islands,C&L02,2019-20,2.20,838.00,381465.00
Shetland Islands,C&L02,2020-21,1.84,817.00,443347.00
Shetland Islands,C&L02,2021-22,2.04,850.00,416601.00
Shetland Islands,C&L03,2010-11,6.68,1212.00,181540.00
Shetland Islands,C&L03,2011-12,5.67,1193.00,210362.00
Shetland Islands,C&L03,2012-13,4.95,1080.00,218157.00
Shetland Islands,C&L03,2013-14,4.75,1040.00,218750.00
Shetland Islands,C&L03,2014-15,5.00,1018.00,203717.00
Shetland Islands,C&L03,2015-16,4.89,991.00,202484.00
Shetland Islands,C&L03,2016-17,5.07,974.00,192207.00
Shetland Islands,C&L03,2017-18,7.17,970.00,135363.00
Shetland Islands,C&L03,2018-19,6.70,939.00,140249.00
Shetland Islands,C&L03,2019-20,6.79,980.00,144314.00
Shetland Islands,C&L03,2020-21,23.24,992.00,42684.00
Shetland Islands,C&L03,2021-22,11.99,1056.00,88094.00
Shetland Islands,C&L04,2010-11,20892.86,468.00,22400.00
Shetland Islands,C&L04,2011-12,22444.44,505.00,22500.00
Shetland Islands,C&L04,2012-13,14821.20,344.00,23210.00
Shetland Islands,C&L04,2013-14,12327.59,286.00,23200.00
Shetland Islands,C&L04,2014-15,12569.95,292.00,23230.00
Shetland Islands,C&L04,2015-16,13793.10,320.00,23200.00
Shetland Islands,C&L04,2016-17,13232.76,307.00,23200.00
Shetland Islands,C&L04,2017-18,14211.44,328.00,23080.00
Shetland Islands,C&L04,2018-19,14702.04,338.00,22990.00
Shetland Islands,C&L04,2019-20,15401.40,353.00,22920.00
Shetland Islands,C&L04,2020-21,15609.97,357.00,22870.00
Shetland Islands,C&L04,2021-22,17741.94,407.00,22940.00
Shetland Islands,C&L05a,2010-14,0.92,,
Shetland Islands,C&L05a,2012-15,0.92,,
Shetland Islands,C&L05a,2013-16,0.89,,
Shetland Islands,C&L05a,2014-17,0.87,,
Shetland Islands,C&L05a,2015-18,0.83,,
Shetland Islands,C&L05a,2016-19,0.82,,
Shetland Islands,C&L05a,2017-20,0.84,,
Shetland Islands,C&L05a,2018-21,0.89,,
Shetland Islands,C&L05a,2019-22,0.91,,
Shetland Islands,C&L05b,2010-14,0.94,,
Shetland Islands,C&L05b,2012-15,0.95,,
Shetland Islands,C&L05b,2013-16,0.93,,
Shetland Islands,C&L05b,2014-17,0.92,,
Shetland Islands,C&L05b,2015-18,0.92,,
Shetland Islands,C&L05b,2016-19,0.91,,
Shetland Islands,C&L05b,2017-20,0.90,,
Shetland Islands,C&L05b,2018-21,0.93,,
Shetland Islands,C&L05b,2019-22,0.95,,
Shetland Islands,C&L05c,2010-14,0.96,,
Shetland Islands,C&L05c,2012-15,0.95,,
Shetland Islands,C&L05c,2013-16,0.93,,
Shetland Islands,C&L05c,2014-17,0.92,,
Shetland Islands,C&L05c,2015-18,0.90,,
Shetland Islands,C&L05c,2016-19,0.91,,
Shetland Islands,C&L05c,2017-20,0.90,,
Shetland Islands,C&L05c,2018-21,0.93,,
Shetland Islands,C&L05c,2019-22,0.92,,
Shetland Islands,C&L05d,2010-14,0.96,,
Shetland Islands,C&L05d,2012-15,0.95,,
Shetland Islands,C&L05d,2013-16,0.92,,
Shetland Islands,C&L05d,2014-17,0.91,,
Shetland Islands,C&L05d,2015-18,0.90,,
Shetland Islands,C&L05d,2016-19,0.89,,
Shetland Islands,C&L05d,2017-20,0.91,,
Shetland Islands,C&L05d,2018-21,0.90,,
Shetland Islands,C&L05d,2019-22,0.93,,
Shetland Islands,CHN01,2010-11,8167.31,14742.00,1805.00
Shetland Islands,CHN01,2011-12,8238.26,14730.00,1788.00
Shetland Islands,CHN01,2012-13,8527.18,15059.00,1766.00
Shetland Islands,CHN01,2013-14,7423.31,13310.00,1793.00
Shetland Islands,CHN01,2014-15,7569.00,13821.00,1826.00
Shetland Islands,CHN01,2015-16,7317.91,13604.00,1859.00
Shetland Islands,CHN01,2016-17,7778.97,14500.00,1864.00
Shetland Islands,CHN01,2017-18,7656.30,14524.00,1897.00
Shetland Islands,CHN01,2018-19,8041.18,15037.00,1870.00
Shetland Islands,CHN01,2019-20,8558.67,16193.00,1892.00
Shetland Islands,CHN01,2020-21,8917.07,16666.00,1869.00
Shetland Islands,CHN01,2021-22,9212.06,17116.00,1858.00
Shetland Islands,CHN02,2010-11,12384.51,18552.00,1498.00
Shetland Islands,CHN02,2011-12,12825.91,19303.00,1505.00
Shetland Islands,CHN02,2012-13,13657.32,19967.00,1462.00
Shetland Islands,CHN02,2013-14,10538.78,15218.00,1444.00
Shetland Islands,CHN02,2014-15,10507.86,14711.00,1400.00
Shetland Islands,CHN02,2015-16,10566.35,14571.00,1379.00
Shetland Islands,CHN02,2016-17,10791.51,14752.00,1367.00
Shetland Islands,CHN02,2017-18,10985.06,14709.00,1339.00
Shetland Islands,CHN02,2018-19,11090.58,15305.00,1380.00
Shetland Islands,CHN02,2019-20,11719.22,16278.00,1389.00
Shetland Islands,CHN02,2020-21,11830.99,16800.00,1420.00
Shetland Islands,CHN02,2021-22,11879.35,17427.00,1467.00
Shetland Islands,CHN03,2010-11,6610.87,3041.00,460.00
Shetland Islands,CHN03,2011-12,3395.35,1460.00,430.00
Shetland Islands,CHN03,2012-13,5062.00,2531.00,500.00
Shetland Islands,CHN03,2013-14,4788.70,2289.00,478.00
Shetland Islands,CHN03,2014-15,4831.86,2184.00,452.00
Shetland Islands,CHN03,2015-16,4668.79,2199.00,471.00
Shetland Islands,CHN03,2016-17,5563.01,2737.00,492.00
Shetland Islands,CHN03,2017-18,5607.30,2613.00,466.00
Shetland Islands,CHN03,2018-19,6661.67,3111.00,467.00
Shetland Islands,CHN03,2019-20,8679.75,4201.00,484.00
Shetland Islands,CHN03,2020-21,11836.56,5504.00,465.00
Shetland Islands,CHN03,2021-22,15515.59,6470.00,417.00
Shetland Islands,CHN04,2011-12,0.60,,
Shetland Islands,CHN04,2012-13,0.62,,
Shetland Islands,CHN04,2013-14,0.63,,
Shetland Islands,CHN04,2014-15,0.63,,
Shetland Islands,CHN04,2015-16,0.68,,
Shetland Islands,CHN04,2016-17,0.70,,
Shetland Islands,CHN04,2017-18,0.67,,
Shetland Islands,CHN04,2018-19,0.72,,
Shetland Islands,CHN04,2019-20,0.70,,
Shetland Islands,CHN04,2020-21,0.77,,
Shetland Islands,CHN04,2021-22,0.76,,
Shetland Islands,CHN05,2011-12,0.27,,
Shetland Islands,CHN05,2012-13,0.31,,
Shetland Islands,CHN05,2013-14,0.32,,
Shetland Islands,CHN05,2014-15,0.32,,
Shetland Islands,CHN05,2015-16,0.37,,
Shetland Islands,CHN05,2016-17,0.36,,
Shetland Islands,CHN05,2017-18,0.39,,
Shetland Islands,CHN05,2018-19,0.37,,
Shetland Islands,CHN05,2019-20,0.41,,
Shetland Islands,CHN05,2020-21,0.44,,
Shetland Islands,CHN05,2021-22,0.34,,
Shetland Islands,CHN08a,2010-11,12615.38,2624.00,4.00
Shetland Islands,CHN08a,2011-12,10519.23,2188.00,4.00
Shetland Islands,CHN08a,2012-13,7435.90,1160.00,3.00
Shetland Islands,CHN08a,2013-14,12032.05,1877.00,3.00
Shetland Islands,CHN08a,2014-15,9250.00,1924.00,4.00
Shetland Islands,CHN08a,2015-16,9216.35,1917.00,4.00
Shetland Islands,CHN08a,2016-17,8926.92,2321.00,5.00
Shetland Islands,CHN08a,2017-18,6122.60,2547.00,8.00
Shetland Islands,CHN08a,2018-19,7483.52,2724.00,7.00
Shetland Islands,CHN08a,2019-20,12975.96,2699.00,4.00
Shetland Islands,CHN08a,2020-21,8073.72,2519.00,6.00
Shetland Islands,CHN08a,2021-22,8708.33,2717.00,6.00
Shetland Islands,CHN08b,2010-11,428.69,535.00,24.00
Shetland Islands,CHN08b,2011-12,404.56,568.00,27.00
Shetland Islands,CHN08b,2012-13,453.98,661.00,28.00
Shetland Islands,CHN08b,2013-14,162.09,236.00,28.00
Shetland Islands,CHN08b,2014-15,202.85,327.00,31.00
Shetland Islands,CHN08b,2015-16,417.69,543.00,25.00
Shetland Islands,CHN08b,2016-17,398.86,560.00,27.00
Shetland Islands,CHN08b,2017-18,572.34,625.00,21.00
Shetland Islands,CHN08b,2018-19,515.67,724.00,27.00
Shetland Islands,CHN08b,2019-20,616.99,770.00,24.00
Shetland Islands,CHN08b,2020-21,647.44,707.00,21.00
Shetland Islands,CHN08b,2021-22,599.82,655.00,21.00
Shetland Islands,CHN09,2010-11,0.86,,
Shetland Islands,CHN09,2011-12,0.87,,
Shetland Islands,CHN09,2012-13,0.90,,
Shetland Islands,CHN09,2013-14,0.90,,
Shetland Islands,CHN09,2014-15,0.89,,
Shetland Islands,CHN09,2015-16,0.86,,
Shetland Islands,CHN09,2016-17,0.84,,
Shetland Islands,CHN09,2017-18,0.72,,
Shetland Islands,CHN09,2018-19,0.79,,
Shetland Islands,CHN09,2019-20,0.86,,
Shetland Islands,CHN09,2020-21,0.78,,
Shetland Islands,CHN09,2021-22,0.78,,
Shetland Islands,CHN10,2010-14,0.93,,
Shetland Islands,CHN10,2012-15,0.91,,
Shetland Islands,CHN10,2013-16,0.88,,
Shetland Islands,CHN10,2014-17,0.87,,
Shetland Islands,CHN10,2015-18,0.88,,
Shetland Islands,CHN10,2016-19,0.86,,
Shetland Islands,CHN10,2017-20,0.87,,
Shetland Islands,CHN10,2018-21,0.87,,
Shetland Islands,CHN10,2019-22,0.88,,
Shetland Islands,CHN11,2011-12,0.91,,
Shetland Islands,CHN11,2012-13,0.95,,
Shetland Islands,CHN11,2013-14,0.94,,
Shetland Islands,CHN11,2014-15,0.96,,
Shetland Islands,CHN11,2015-16,0.95,,
Shetland Islands,CHN11,2016-17,0.94,,
Shetland Islands,CHN11,2017-18,0.97,,
Shetland Islands,CHN11,2018-19,0.96,,
Shetland Islands,CHN11,2019-20,0.91,,
Shetland Islands,CHN11,2020-21,0.96,,
Shetland Islands,CHN11,2021-22,0.95,,
Shetland Islands,CHN12a,2011-12,851.74,,
Shetland Islands,CHN12a,2012-13,899.92,,
Shetland Islands,CHN12a,2013-14,895.33,,
Shetland Islands,CHN12a,2015-16,1010.98,,
Shetland Islands,CHN12a,2016-17,1029.52,,
Shetland Islands,CHN12a,2017-18,981.13,,
Shetland Islands,CHN12a,2018-19,992.56,,
Shetland Islands,CHN12a,2019-20,946.30,,
Shetland Islands,CHN12a,2020-21,1070.06,,
Shetland Islands,CHN12a,2021-22,967.55,,
Shetland Islands,CHN12c,2011-12,739.00,,
Shetland Islands,CHN12c,2012-13,942.00,,
Shetland Islands,CHN12c,2013-14,449.00,,
Shetland Islands,CHN12c,2015-16,1180.00,,
Shetland Islands,CHN12c,2016-17,618.00,,
Shetland Islands,CHN12c,2017-18,1076.00,,
Shetland Islands,CHN12c,2018-19,470.00,,
Shetland Islands,CHN12c,2019-20,891.00,,
Shetland Islands,CHN12c,2020-21,1355.00,,
Shetland Islands,CHN12c,2021-22,1013.00,,
Shetland Islands,CHN12d,2011-12,780.00,,
Shetland Islands,CHN12d,2012-13,846.00,,
Shetland Islands,CHN12d,2013-14,843.00,,
Shetland Islands,CHN12d,2014-15,942.00,,
Shetland Islands,CHN12d,2015-16,1059.00,,
Shetland Islands,CHN12d,2016-17,886.00,,
Shetland Islands,CHN12d,2017-18,955.00,,
Shetland Islands,CHN12d,2018-19,1008.00,,
Shetland Islands,CHN12d,2019-20,926.00,,
Shetland Islands,CHN12d,2020-21,1028.00,,
Shetland Islands,CHN12d,2021-22,934.00,,
Shetland Islands,CHN12e,2011-12,854.00,,
Shetland Islands,CHN12e,2012-13,916.00,,
Shetland Islands,CHN12e,2013-14,950.00,,
Shetland Islands,CHN12e,2015-16,929.00,,
Shetland Islands,CHN12e,2016-17,1117.00,,
Shetland Islands,CHN12e,2017-18,1019.00,,
Shetland Islands,CHN12e,2018-19,1002.00,,
Shetland Islands,CHN12e,2019-20,969.00,,
Shetland Islands,CHN12e,2020-21,1076.00,,
Shetland Islands,CHN12e,2021-22,977.00,,
Shetland Islands,CHN12f,2011-12,1114.00,,
Shetland Islands,CHN12f,2012-13,1141.00,,
Shetland Islands,CHN12f,2013-14,1037.00,,
Shetland Islands,CHN12f,2014-15,849.00,,
Shetland Islands,CHN12f,2015-16,1126.00,,
Shetland Islands,CHN12f,2016-17,610.00,,
Shetland Islands,CHN12f,2017-18,314.00,,
Shetland Islands,CHN13a,2018-19,0.64,,
Shetland Islands,CHN13a,2020-21,0.60,,
Shetland Islands,CHN13a,2021-22,0.67,,
Shetland Islands,CHN13b,2018-19,0.70,,
Shetland Islands,CHN13b,2020-21,0.69,,
Shetland Islands,CHN13b,2021-22,0.73,,
Shetland Islands,CHN17,2013-14,0.91,,
Shetland Islands,CHN17,2014-15,0.85,,
Shetland Islands,CHN17,2015-16,0.88,,
Shetland Islands,CHN17,2016-17,0.84,,
Shetland Islands,CHN17,2017-18,0.94,,
Shetland Islands,CHN17,2018-19,0.87,,
Shetland Islands,CHN17,2019-20,0.87,,
Shetland Islands,CHN17,2020-21,0.83,,
Shetland Islands,CHN17,2021-22,0.87,,
Shetland Islands,CHN18,2010-11,1.00,,
Shetland Islands,CHN18,2011-12,1.00,,
Shetland Islands,CHN18,2012-13,1.00,,
Shetland Islands,CHN18,2013-14,1.00,,
Shetland Islands,CHN18,2014-15,1.00,,
Shetland Islands,CHN18,2015-16,0.96,,
Shetland Islands,CHN18,2016-17,0.92,,
Shetland Islands,CHN18,2017-18,0.93,,
Shetland Islands,CHN18,2018-19,0.93,,
Shetland Islands,CHN18,2019-20,1.00,,
Shetland Islands,CHN18,2020-21,1.00,,
Shetland Islands,CHN18,2021-22,1.00,,
Shetland Islands,CHN19a,2010-11,0.94,,
Shetland Islands,CHN19a,2012-13,0.95,,
Shetland Islands,CHN19a,2014-15,0.94,,
Shetland Islands,CHN19a,2016-17,0.95,,
Shetland Islands,CHN19a,2018-19,0.94,,
Shetland Islands,CHN19a,2020-21,0.96,,
Shetland Islands,CHN19b,2010-11,0.87,,
Shetland Islands,CHN19b,2012-13,0.91,,
Shetland Islands,CHN19b,2014-15,0.79,,
Shetland Islands,CHN19b,2016-17,0.85,,
Shetland Islands,CHN19b,2018-19,0.90,,
Shetland Islands,CHN19b,2020-21,0.93,,
Shetland Islands,CHN20a,2010-11,6.96,,
Shetland Islands,CHN20a,2012-13,6.00,,
Shetland Islands,CHN20a,2014-15,2.80,,
Shetland Islands,CHN20a,2016-17,6.49,,
Shetland Islands,CHN20a,2018-19,4.61,,
Shetland Islands,CHN20a,2020-21,4.55,,
Shetland Islands,CHN20b,2018-19,166.67,,
Shetland Islands,CHN21,2015-16,0.97,,
Shetland Islands,CHN21,2016-17,0.96,,
Shetland Islands,CHN21,2017-18,0.96,,
Shetland Islands,CHN21,2018-19,0.97,,
Shetland Islands,CHN21,2019-20,0.97,,
Shetland Islands,CHN21,2020-21,0.97,,
Shetland Islands,CHN21,2021-22,0.96,,
Shetland Islands,CHN21,2022-23,0.97,,
Shetland Islands,CHN22,2012-13,0.00,,
Shetland Islands,CHN22,2013-14,0.00,,
Shetland Islands,CHN22,2014-15,0.03,,
Shetland Islands,CHN22,2015-16,0.42,,
Shetland Islands,CHN22,2016-17,0.00,,
Shetland Islands,CHN22,2017-18,0.00,,
Shetland Islands,CHN22,2018-19,0.09,,
Shetland Islands,CHN22,2019-20,0.18,,
Shetland Islands,CHN22,2020-21,0.11,,
Shetland Islands,CHN22,2021-22,0.28,,
Shetland Islands,CHN23,2010-11,0.14,,
Shetland Islands,CHN23,2011-12,0.10,,
Shetland Islands,CHN23,2012-13,0.03,,
Shetland Islands,CHN23,2013-14,0.00,,
Shetland Islands,CHN23,2014-15,0.20,,
Shetland Islands,CHN23,2015-16,0.07,,
Shetland Islands,CHN23,2016-17,0.09,,
Shetland Islands,CHN23,2017-18,0.14,,
Shetland Islands,CHN23,2018-19,0.12,,
Shetland Islands,CHN23,2019-20,0.36,,
Shetland Islands,CHN23,2020-21,0.22,,
Shetland Islands,CHN23,2021-22,0.11,,
Shetland Islands,CHN24,2014-15,0.13,,
Shetland Islands,CHN24,2015-16,0.15,,
Shetland Islands,CHN24,2016-17,0.16,,
Shetland Islands,CHN24,2017-18,0.17,,
Shetland Islands,CHN24,2018-19,0.14,,
Shetland Islands,CHN24,2019-20,0.16,,
Shetland Islands,CHN24,2020-21,0.19,,
Shetland Islands,CHN24,2021-22,0.15,,
Shetland Islands,CLIM01,2010-11,21.76,,
Shetland Islands,CLIM01,2011-12,20.95,,
Shetland Islands,CLIM01,2012-13,21.10,,
Shetland Islands,CLIM01,2013-14,20.71,,
Shetland Islands,CLIM01,2014-15,20.26,,
Shetland Islands,CLIM01,2015-16,19.94,,
Shetland Islands,CLIM01,2016-17,19.25,,
Shetland Islands,CLIM01,2017-18,19.17,,
Shetland Islands,CLIM01,2018-19,19.14,,
Shetland Islands,CLIM01,2019-20,18.65,,
Shetland Islands,CLIM01,2020-21,18.16,,
Shetland Islands,CLIM01,2021-22,18.87,,
Shetland Islands,CLIM02,2010-11,9.41,,
Shetland Islands,CLIM02,2011-12,8.69,,
Shetland Islands,CLIM02,2012-13,8.83,,
Shetland Islands,CLIM02,2013-14,8.44,,
Shetland Islands,CLIM02,2014-15,8.03,,
Shetland Islands,CLIM02,2015-16,7.71,,
Shetland Islands,CLIM02,2016-17,7.01,,
Shetland Islands,CLIM02,2017-18,6.88,,
Shetland Islands,CLIM02,2018-19,6.79,,
Shetland Islands,CLIM02,2019-20,6.17,,
Shetland Islands,CLIM02,2020-21,5.57,,
Shetland Islands,CLIM02,2021-22,6.05,,
